condition	Time	fluorescence
20210119-F159W-G4-5-0-20	0	4783
20210119-F159W-G4-5-0-20	5	4793
20210119-F159W-G4-5-0-20	10	4848
20210119-F159W-G4-5-0-20	15	4837
20210119-F159W-G4-5-0-20	20	4857
20210119-F159W-G4-5-0-20	25	4827
20210119-F159W-G4-5-0-20	30	4856
20210119-F159W-G4-5-0-20	35	4854
20210119-F159W-G4-5-0-20	40	4846
20210119-F159W-G4-5-0-20	45	4856
20210119-F159W-G4-5-0-20	50	4869
20210119-F159W-G4-5-0-20	55	4698
20210119-F159W-G4-5-0-20	60	4702
20210119-F159W-G4-5-0-20	65	4708
20210119-F159W-G4-5-0-20	70	4736
20210119-F159W-G4-5-0-20	75	4690
20210119-F159W-G4-5-0-20	80	4692
20210119-F159W-G4-5-0-20	85	4704
20210119-F159W-G4-5-0-20	90	4700
20210119-F159W-G4-5-0-20	95	4719
20210119-F159W-G4-5-0-20	100	4704
20210119-F159W-G4-5-0-20	105	4669
20210119-F159W-G4-5-0-20	110	4723
20210119-F159W-G4-5-0-20	115	4675
20210119-F159W-G4-5-0-20	120	4699
20210119-F159W-G4-5-0-20	125	4737
20210119-F159W-G4-5-0-20	130	4710
20210119-F159W-G4-5-0-20	135	4675
20210119-F159W-G4-5-0-20	140	4721
20210119-F159W-G4-5-0-20	145	4708
20210119-F159W-G4-5-0-20	150	4731
20210119-F159W-G4-5-0-20	155	4680
20210119-F159W-G4-5-0-20	160	4701
20210119-F159W-G4-5-0-20	165	4696
20210119-F159W-G4-5-0-20	170	4721
20210119-F159W-G4-5-0-20	175	4768
20210119-F159W-G4-5-0-20	180	4730
20210119-F159W-G4-5-0-20	185	4710
20210119-F159W-G4-5-0-20	190	4740
20210119-F159W-G4-5-0-20	195	4721
20210119-F159W-G4-5-0-20	200	4719
20210119-F159W-G4-5-0-20	205	4721
20210119-F159W-G4-5-0-20	210	4761
20210119-F159W-G4-5-0-20	215	4732
20210119-F159W-G4-5-0-20	220	4752
20210119-F159W-G4-5-0-20	225	4727
20210119-F159W-G4-5-0-20	230	4780
20210119-F159W-G4-5-0-20	235	4735
20210119-F159W-G4-5-0-20	240	4747
20210119-F159W-G4-5-0-20	245	4760
20210119-F159W-G4-5-0-20	250	4736
20210119-F159W-G4-5-0-20	255	4734
20210119-F159W-G4-5-0-20	260	4751
20210119-F159W-G4-5-0-20	265	4748
20210119-F159W-G4-5-0-20	270	4735
20210119-F159W-G4-5-0-20	275	4805
20210119-F159W-G4-5-0-20	280	4763
20210119-F159W-G4-5-0-20	285	4720
20210119-F159W-G4-5-0-20	290	4772
20210119-F159W-G4-5-0-20	295	4768
20210119-F159W-G4-5-0-20	300	4832
20210119-F159W-G4-5-0-20	305	4744
20210119-F159W-G4-5-0-20	310	4825
20210119-F159W-G4-5-0-20	315	4795
20210119-F159W-G4-5-0-20	320	4798
20210119-F159W-G4-5-0-20	325	4798
20210119-F159W-G4-5-0-20	330	4773
20210119-F159W-G4-5-0-20	335	4825
20210119-F159W-G4-5-0-20	340	4809
20210119-F159W-G4-5-0-20	345	4851
20210119-F159W-G4-5-0-20	350	4877
20210119-F159W-G4-5-0-20	355	4832
20210119-F159W-G4-5-0-20	360	4787
20210119-F159W-G4-5-0-20	365	4832
20210119-F159W-G4-5-0-20	370	4791
20210119-F159W-G4-5-0-20	375	4852
20210119-F159W-G4-5-0-20	380	4811
20210119-F159W-G4-5-0-20	385	4820
20210119-F159W-G4-5-0-20	390	4809
20210119-F159W-G4-5-0-20	395	4802
20210119-F159W-G4-5-0-20	400	4792
20210119-F159W-G4-5-0-20	405	4796
20210119-F159W-G4-5-0-20	410	4815
20210119-F159W-G4-5-0-20	415	4787
20210119-F159W-G4-5-0-20	420	4821
20210119-F159W-G4-5-0-20	425	4847
20210119-F159W-G4-5-0-20	430	4782
20210119-F159W-G4-5-0-20	435	4773
20210119-F159W-G4-5-0-20	440	4838
20210119-F159W-G4-5-0-20	445	4782
20210119-F159W-G4-5-0-20	450	4835
20210119-F159W-G4-5-0-20	455	4823
20210119-F159W-G4-5-0-20	460	4803
20210119-F159W-G4-5-0-20	465	4788
20210119-F159W-G4-5-0-20	470	4820
20210119-F159W-G4-5-0-20	475	4809
20210119-F159W-G4-5-0-20	480	4803
20210119-F159W-G4-5-0-20	485	4762
20210119-F159W-G4-5-0-20	490	4822
20210119-F159W-G4-5-0-20	495	4796
20210119-F159W-G4-5-0-20	500	4796
20210119-F159W-G4-5-0-20	505	4839
20210119-F159W-G4-5-0-20	510	4813
20210119-F159W-G4-5-0-20	515	4841
20210119-F159W-G4-5-0-20	520	4811
20210119-F159W-G4-5-0-20	525	4785
20210119-F159W-G4-5-0-20	530	4803
20210119-F159W-G4-5-0-20	535	4776
20210119-F159W-G4-5-0-20	540	4834
20210119-F159W-G4-5-0-20	545	4860
20210119-F159W-G4-5-0-20	550	4774
20210119-F159W-G4-5-0-20	555	4805
20210119-F159W-G4-5-0-20	560	4802
20210119-F159W-G4-5-0-20	565	4803
20210119-F159W-G4-5-0-20	570	4814
20210119-F159W-G4-5-0-20	575	4794
20210119-F159W-G4-5-0-20	580	4799
20210119-F159W-G4-5-0-20	585	4852
20210119-F159W-G4-5-0-20	590	4772
20210119-F159W-G4-5-0-20	595	4828
20210119-F159W-G4-5-0-20	600	4772
20210119-F159W-G4-5-0-20	605	4797
20210119-F159W-G4-5-0-20	610	4799
20210119-F159W-G4-5-0-20	615	4837
20210119-F159W-G4-5-0-20	620	4799
20210119-F159W-G4-5-0-20	625	4820
20210119-F159W-G4-5-0-20	630	4788
20210119-F159W-G4-5-0-20	635	4811
20210119-F159W-G4-5-0-20	640	4810
20210119-F159W-G4-5-0-20	645	4790
20210119-F159W-G4-5-0-20	650	4806
20210119-F159W-G4-5-0-20	655	4799
20210119-F159W-G4-5-0-20	660	4801
20210119-F159W-G4-5-0-20	665	4872
20210119-F159W-G4-5-0-20	670	4887
20210119-F159W-G4-5-0-20	675	4798
20210119-F159W-G4-5-0-20	680	4841
20210119-F159W-G4-5-0-20	685	4812
20210119-F159W-G4-5-0-20	690	4829
20210119-F159W-G4-5-0-20	695	4788
20210119-F159W-G4-5-0-20	700	4802
20210119-F159W-G4-5-0-20	705	4831
20210119-F159W-G4-5-0-20	710	4810
20210119-F159W-G4-5-0-20	715	4808
20210119-F159W-G4-5-0-20	720	4877
20210119-F159W-G4-5-0-20	725	4816
20210119-F159W-G4-5-0-20	730	4798
20210119-F159W-G4-5-0-20	735	4771
20210119-F159W-G4-5-0-20	740	4844
20210119-F159W-G4-5-0-20	745	4840
20210119-F159W-G4-5-0-20	750	4867
20210119-F159W-G4-5-0-20	755	4790
20210119-F159W-G4-5-0-20	760	4868
20210119-F159W-G4-5-0-20	765	4836
20210119-F159W-G4-5-0-20	770	4811
20210119-F159W-G4-5-0-20	775	4851
20210119-F159W-G4-5-0-20	780	4815
20210119-F159W-G4-5-0-20	785	4829
20210119-F159W-G4-5-0-20	790	4800
20210119-F159W-G4-5-0-20	795	4817
20210119-F159W-G4-5-0-20	800	4874
20210119-F159W-G4-5-0-20	805	4880
20210119-F159W-G4-5-0-20	810	4864
20210119-F159W-G4-5-0-20	815	4801
20210119-F159W-G4-5-0-20	820	4871
20210119-F159W-G4-5-0-20	825	4870
20210119-F159W-G4-5-0-20	830	4821
20210119-F159W-G4-5-0-20	835	4849
20210119-F159W-G4-5-0-20	840	4821
20210119-F159W-G4-5-0-20	845	4821
20210119-F159W-G4-5-0-20	850	4815
20210119-F159W-G4-5-0-20	855	4815
20210119-F159W-G4-5-0-20	860	4838
20210119-F159W-G4-5-0-20	865	4818
20210119-F159W-G4-5-0-20	870	4861
20210119-F159W-G4-5-0-20	875	4868
20210119-F159W-G4-5-0-20	880	4830
20210119-F159W-G4-5-0-20	885	4838
20210119-F159W-G4-5-0-20	890	4828
20210119-F159W-G4-5-0-20	895	4841
20210119-F159W-G4-5-0-20	900	4813
20210119-F159W-G4-5-0-20	905	4875
20210119-F159W-G4-5-0-20	910	4885
20210119-F159W-G4-5-0-20	915	4829
20210119-F159W-G4-5-0-20	920	4826
20210119-F159W-G4-5-0-20	925	4865
20210119-F159W-G4-5-0-20	930	4830
20210119-F159W-G4-5-0-20	935	4801
20210119-F159W-G4-5-0-20	940	4876
20210119-F159W-G4-5-0-20	945	4854
20210119-F159W-G4-5-0-20	950	4801
20210119-F159W-G4-5-0-20	955	4850
20210119-F159W-G4-5-0-20	960	4874
20210119-F159W-G4-5-0-20	965	4822
20210119-F159W-G4-5-0-20	970	4812
20210119-F159W-G4-5-0-20	975	4811
20210119-F159W-G4-5-0-20	980	4844
20210119-F159W-G4-5-0-20	985	4878
20210119-F159W-G4-5-0-20	990	4809
20210119-F159W-G4-5-0-20	995	4864
20210119-F159W-G4-5-0-20	1000	4784
20210119-F159W-G4-5-0-20	1005	4864
20210119-F159W-G4-5-0-20	1010	4850
20210119-F159W-G4-5-0-20	1015	4886
20210119-F159W-G4-5-0-20	1020	4809
20210119-F159W-G4-5-0-20	1025	4864
20210119-F159W-G4-5-0-20	1030	4825
20210119-F159W-G4-5-0-20	1035	4888
20210119-F159W-G4-5-0-20	1040	4803
20210119-F159W-G4-5-0-20	1045	4840
20210119-F159W-G4-5-0-20	1050	4828
20210119-F159W-G4-5-0-20	1055	4861
20210119-F159W-G4-5-0-20	1060	4827
20210119-F159W-G4-5-0-20	1065	4902
20210119-F159W-G4-5-0-20	1070	4866
20210119-F159W-G4-5-0-20	1075	4828
20210119-F159W-G4-5-0-20	1080	4835
20210119-F159W-G4-5-0-20	1085	4826
20210119-F159W-G4-5-0-20	1090	4799
20210119-F159W-G4-5-0-20	1095	4856
20210119-F159W-G4-5-0-20	1100	4814
20210119-F159W-G4-5-0-20	1105	4864
20210119-F159W-G4-5-0-20	1110	4868
20210119-F159W-G4-5-0-20	1115	4878
20210119-F159W-G4-5-0-20	1120	4884
20210119-F159W-G4-5-0-20	1125	4907
20210119-F159W-G4-5-0-20	1130	4809
20210119-F159W-G4-5-0-20	1135	4836
20210119-F159W-G4-5-0-20	1140	4875
20210119-F159W-G4-5-0-20	1145	4787
20210119-F159W-G4-5-0-20	1150	4832
20210119-F159W-G4-5-0-20	1155	4854
20210119-F159W-G4-5-0-20	1160	4863
20210119-F159W-G4-5-0-20	1165	4836
20210119-F159W-G4-5-0-20	1170	4921
20210119-F159W-G4-5-0-20	1175	4852
20210119-F159W-G4-5-0-20	1180	4866
20210119-F159W-G4-5-0-20	1185	4853
20210119-F159W-G4-5-0-20	1190	4862
20210119-F159W-G4-5-0-20	1195	4828
20210119-F159W-G4-5-0-20	1200	4894
20210119-F159W-G4-5-0-20	1205	4857
20210119-F159W-G4-5-0-20	1210	4853
20210119-F159W-G4-5-0-20	1215	4854
20210119-F159W-G4-5-0-20	1220	4848
20210119-F159W-G4-5-0-20	1225	4866
