condition	Time	fluorescence
20210119-F159L-G7-5-1-20	0	10106
20210119-F159L-G7-5-1-20	5	10214
20210119-F159L-G7-5-1-20	10	10266
20210119-F159L-G7-5-1-20	15	10459
20210119-F159L-G7-5-1-20	20	10438
20210119-F159L-G7-5-1-20	25	10534
20210119-F159L-G7-5-1-20	30	10718
20210119-F159L-G7-5-1-20	35	10683
20210119-F159L-G7-5-1-20	40	10772
20210119-F159L-G7-5-1-20	45	10831
20210119-F159L-G7-5-1-20	50	10963
20210119-F159L-G7-5-1-20	55	11026
20210119-F159L-G7-5-1-20	60	11158
20210119-F159L-G7-5-1-20	65	11262
20210119-F159L-G7-5-1-20	70	11308
20210119-F159L-G7-5-1-20	75	11408
20210119-F159L-G7-5-1-20	80	11486
20210119-F159L-G7-5-1-20	85	11613
20210119-F159L-G7-5-1-20	90	11638
20210119-F159L-G7-5-1-20	95	11817
20210119-F159L-G7-5-1-20	100	11833
20210119-F159L-G7-5-1-20	105	11905
20210119-F159L-G7-5-1-20	110	11904
20210119-F159L-G7-5-1-20	115	12128
20210119-F159L-G7-5-1-20	120	12198
20210119-F159L-G7-5-1-20	125	12258
20210119-F159L-G7-5-1-20	130	12346
20210119-F159L-G7-5-1-20	135	12511
20210119-F159L-G7-5-1-20	140	12493
20210119-F159L-G7-5-1-20	145	12535
20210119-F159L-G7-5-1-20	150	12688
20210119-F159L-G7-5-1-20	155	12689
20210119-F159L-G7-5-1-20	160	12827
20210119-F159L-G7-5-1-20	165	12883
20210119-F159L-G7-5-1-20	170	13083
20210119-F159L-G7-5-1-20	175	13057
20210119-F159L-G7-5-1-20	180	13180
20210119-F159L-G7-5-1-20	185	13238
20210119-F159L-G7-5-1-20	190	13302
20210119-F159L-G7-5-1-20	195	13487
20210119-F159L-G7-5-1-20	200	13436
20210119-F159L-G7-5-1-20	205	13569
20210119-F159L-G7-5-1-20	210	13675
20210119-F159L-G7-5-1-20	215	13753
20210119-F159L-G7-5-1-20	220	13805
20210119-F159L-G7-5-1-20	225	13931
20210119-F159L-G7-5-1-20	230	14111
20210119-F159L-G7-5-1-20	235	14099
20210119-F159L-G7-5-1-20	240	14291
20210119-F159L-G7-5-1-20	245	14304
20210119-F159L-G7-5-1-20	250	14353
20210119-F159L-G7-5-1-20	255	14375
20210119-F159L-G7-5-1-20	260	14632
20210119-F159L-G7-5-1-20	265	14566
20210119-F159L-G7-5-1-20	270	14731
20210119-F159L-G7-5-1-20	275	14689
20210119-F159L-G7-5-1-20	280	14798
20210119-F159L-G7-5-1-20	285	14825
20210119-F159L-G7-5-1-20	290	14991
20210119-F159L-G7-5-1-20	295	15062
20210119-F159L-G7-5-1-20	300	15087
20210119-F159L-G7-5-1-20	305	15092
20210119-F159L-G7-5-1-20	310	15262
20210119-F159L-G7-5-1-20	315	15382
20210119-F159L-G7-5-1-20	320	15385
20210119-F159L-G7-5-1-20	325	15451
20210119-F159L-G7-5-1-20	330	15504
20210119-F159L-G7-5-1-20	335	15795
20210119-F159L-G7-5-1-20	340	15883
20210119-F159L-G7-5-1-20	345	15663
20210119-F159L-G7-5-1-20	350	15908
20210119-F159L-G7-5-1-20	355	15929
20210119-F159L-G7-5-1-20	360	16085
20210119-F159L-G7-5-1-20	365	16172
20210119-F159L-G7-5-1-20	370	16147
20210119-F159L-G7-5-1-20	375	16318
20210119-F159L-G7-5-1-20	380	16294
20210119-F159L-G7-5-1-20	385	16380
20210119-F159L-G7-5-1-20	390	16562
20210119-F159L-G7-5-1-20	395	16538
20210119-F159L-G7-5-1-20	400	16620
20210119-F159L-G7-5-1-20	405	16647
20210119-F159L-G7-5-1-20	410	16796
20210119-F159L-G7-5-1-20	415	16977
20210119-F159L-G7-5-1-20	420	16933
20210119-F159L-G7-5-1-20	425	16962
20210119-F159L-G7-5-1-20	430	17109
20210119-F159L-G7-5-1-20	435	17163
20210119-F159L-G7-5-1-20	440	17310
20210119-F159L-G7-5-1-20	445	17349
20210119-F159L-G7-5-1-20	450	17401
20210119-F159L-G7-5-1-20	455	17496
20210119-F159L-G7-5-1-20	460	17578
20210119-F159L-G7-5-1-20	465	17672
20210119-F159L-G7-5-1-20	470	17745
20210119-F159L-G7-5-1-20	475	17752
20210119-F159L-G7-5-1-20	480	17994
20210119-F159L-G7-5-1-20	485	18004
20210119-F159L-G7-5-1-20	490	17999
20210119-F159L-G7-5-1-20	495	18266
20210119-F159L-G7-5-1-20	500	18216
20210119-F159L-G7-5-1-20	505	18239
20210119-F159L-G7-5-1-20	510	18307
20210119-F159L-G7-5-1-20	515	18375
20210119-F159L-G7-5-1-20	520	18464
20210119-F159L-G7-5-1-20	525	18578
20210119-F159L-G7-5-1-20	530	18605
20210119-F159L-G7-5-1-20	535	18637
20210119-F159L-G7-5-1-20	540	18679
20210119-F159L-G7-5-1-20	545	18800
20210119-F159L-G7-5-1-20	550	18992
20210119-F159L-G7-5-1-20	555	19007
20210119-F159L-G7-5-1-20	560	18944
20210119-F159L-G7-5-1-20	565	19059
20210119-F159L-G7-5-1-20	570	19136
20210119-F159L-G7-5-1-20	575	19129
20210119-F159L-G7-5-1-20	580	19166
20210119-F159L-G7-5-1-20	585	19335
20210119-F159L-G7-5-1-20	590	19548
20210119-F159L-G7-5-1-20	595	19422
20210119-F159L-G7-5-1-20	600	19496
20210119-F159L-G7-5-1-20	605	19650
20210119-F159L-G7-5-1-20	610	19489
20210119-F159L-G7-5-1-20	615	19708
20210119-F159L-G7-5-1-20	620	19679
20210119-F159L-G7-5-1-20	625	19844
20210119-F159L-G7-5-1-20	630	19796
20210119-F159L-G7-5-1-20	635	19856
20210119-F159L-G7-5-1-20	640	20108
20210119-F159L-G7-5-1-20	645	20107
20210119-F159L-G7-5-1-20	650	20192
20210119-F159L-G7-5-1-20	655	20142
20210119-F159L-G7-5-1-20	660	20289
20210119-F159L-G7-5-1-20	665	20247
20210119-F159L-G7-5-1-20	670	20130
20210119-F159L-G7-5-1-20	675	20422
20210119-F159L-G7-5-1-20	680	20540
20210119-F159L-G7-5-1-20	685	20609
20210119-F159L-G7-5-1-20	690	20452
20210119-F159L-G7-5-1-20	695	20465
20210119-F159L-G7-5-1-20	700	20479
