condition	Time	fluorescence
20201117-F28V-A3-5-1-20	0	4773
20201117-F28V-A3-5-1-20	5	4813
20201117-F28V-A3-5-1-20	10	4915
20201117-F28V-A3-5-1-20	15	4927
20201117-F28V-A3-5-1-20	20	5014
20201117-F28V-A3-5-1-20	25	5041
20201117-F28V-A3-5-1-20	30	5110
20201117-F28V-A3-5-1-20	35	5186
20201117-F28V-A3-5-1-20	40	5251
20201117-F28V-A3-5-1-20	45	5288
20201117-F28V-A3-5-1-20	50	5372
20201117-F28V-A3-5-1-20	55	5353
20201117-F28V-A3-5-1-20	60	5376
20201117-F28V-A3-5-1-20	65	5473
20201117-F28V-A3-5-1-20	70	5502
20201117-F28V-A3-5-1-20	75	5606
20201117-F28V-A3-5-1-20	80	5644
20201117-F28V-A3-5-1-20	85	5736
20201117-F28V-A3-5-1-20	90	5730
20201117-F28V-A3-5-1-20	95	5822
20201117-F28V-A3-5-1-20	100	5896
20201117-F28V-A3-5-1-20	105	5907
20201117-F28V-A3-5-1-20	110	5956
20201117-F28V-A3-5-1-20	115	6145
20201117-F28V-A3-5-1-20	120	6097
20201117-F28V-A3-5-1-20	125	6215
20201117-F28V-A3-5-1-20	130	6280
20201117-F28V-A3-5-1-20	135	6326
20201117-F28V-A3-5-1-20	140	6408
20201117-F28V-A3-5-1-20	145	6494
20201117-F28V-A3-5-1-20	150	6516
20201117-F28V-A3-5-1-20	155	6588
20201117-F28V-A3-5-1-20	160	6682
20201117-F28V-A3-5-1-20	165	6738
20201117-F28V-A3-5-1-20	170	6813
20201117-F28V-A3-5-1-20	175	6826
20201117-F28V-A3-5-1-20	180	6951
20201117-F28V-A3-5-1-20	185	6950
20201117-F28V-A3-5-1-20	190	6978
20201117-F28V-A3-5-1-20	195	7052
20201117-F28V-A3-5-1-20	200	7109
20201117-F28V-A3-5-1-20	205	7164
20201117-F28V-A3-5-1-20	210	7249
20201117-F28V-A3-5-1-20	215	7246
20201117-F28V-A3-5-1-20	220	7295
20201117-F28V-A3-5-1-20	225	7374
20201117-F28V-A3-5-1-20	230	7455
20201117-F28V-A3-5-1-20	235	7501
20201117-F28V-A3-5-1-20	240	7494
20201117-F28V-A3-5-1-20	245	7602
20201117-F28V-A3-5-1-20	250	7634
20201117-F28V-A3-5-1-20	255	7627
20201117-F28V-A3-5-1-20	260	7715
20201117-F28V-A3-5-1-20	265	7834
20201117-F28V-A3-5-1-20	270	7761
20201117-F28V-A3-5-1-20	275	7909
20201117-F28V-A3-5-1-20	280	7886
20201117-F28V-A3-5-1-20	285	8049
20201117-F28V-A3-5-1-20	290	8021
20201117-F28V-A3-5-1-20	295	8059
20201117-F28V-A3-5-1-20	300	8121
20201117-F28V-A3-5-1-20	305	8146
20201117-F28V-A3-5-1-20	310	8245
20201117-F28V-A3-5-1-20	315	8307
20201117-F28V-A3-5-1-20	320	8358
20201117-F28V-A3-5-1-20	325	8381
20201117-F28V-A3-5-1-20	330	8485
20201117-F28V-A3-5-1-20	335	8526
20201117-F28V-A3-5-1-20	340	8651
20201117-F28V-A3-5-1-20	345	8605
20201117-F28V-A3-5-1-20	350	8727
20201117-F28V-A3-5-1-20	355	8684
20201117-F28V-A3-5-1-20	360	8758
20201117-F28V-A3-5-1-20	365	8912
20201117-F28V-A3-5-1-20	370	8857
20201117-F28V-A3-5-1-20	375	8946
20201117-F28V-A3-5-1-20	380	8935
20201117-F28V-A3-5-1-20	385	9011
20201117-F28V-A3-5-1-20	390	9103
20201117-F28V-A3-5-1-20	395	9133
20201117-F28V-A3-5-1-20	400	9157
20201117-F28V-A3-5-1-20	405	9256
20201117-F28V-A3-5-1-20	410	9351
20201117-F28V-A3-5-1-20	415	9356
20201117-F28V-A3-5-1-20	420	9504
20201117-F28V-A3-5-1-20	425	9473
20201117-F28V-A3-5-1-20	430	9532
20201117-F28V-A3-5-1-20	435	9563
20201117-F28V-A3-5-1-20	440	9652
20201117-F28V-A3-5-1-20	445	9676
20201117-F28V-A3-5-1-20	450	9746
20201117-F28V-A3-5-1-20	455	9749
20201117-F28V-A3-5-1-20	460	9863
20201117-F28V-A3-5-1-20	465	9801
20201117-F28V-A3-5-1-20	470	9894
20201117-F28V-A3-5-1-20	475	9965
20201117-F28V-A3-5-1-20	480	9884
20201117-F28V-A3-5-1-20	485	10135
20201117-F28V-A3-5-1-20	490	10079
20201117-F28V-A3-5-1-20	495	10200
20201117-F28V-A3-5-1-20	500	10230
20201117-F28V-A3-5-1-20	505	10204
20201117-F28V-A3-5-1-20	510	10321
20201117-F28V-A3-5-1-20	515	10327
20201117-F28V-A3-5-1-20	520	10463
20201117-F28V-A3-5-1-20	525	10423
20201117-F28V-A3-5-1-20	530	10426
20201117-F28V-A3-5-1-20	535	10565
20201117-F28V-A3-5-1-20	540	10599
20201117-F28V-A3-5-1-20	545	10604
20201117-F28V-A3-5-1-20	550	10678
20201117-F28V-A3-5-1-20	555	10654
20201117-F28V-A3-5-1-20	560	10715
20201117-F28V-A3-5-1-20	565	10668
20201117-F28V-A3-5-1-20	570	10802
20201117-F28V-A3-5-1-20	575	10795
20201117-F28V-A3-5-1-20	580	10954
20201117-F28V-A3-5-1-20	585	10923
20201117-F28V-A3-5-1-20	590	10886
20201117-F28V-A3-5-1-20	595	10983
20201117-F28V-A3-5-1-20	600	11047
20201117-F28V-A3-5-1-20	605	10963
20201117-F28V-A3-5-1-20	610	11135
20201117-F28V-A3-5-1-20	615	11076
20201117-F28V-A3-5-1-20	620	11169
20201117-F28V-A3-5-1-20	625	11143
20201117-F28V-A3-5-1-20	630	11121
20201117-F28V-A3-5-1-20	635	11163
20201117-F28V-A3-5-1-20	640	11252
20201117-F28V-A3-5-1-20	645	11242
20201117-F28V-A3-5-1-20	650	11306
20201117-F28V-A3-5-1-20	655	11167
20201117-F28V-A3-5-1-20	660	11167
20201117-F28V-A3-5-1-20	665	11372
20201117-F28V-A3-5-1-20	670	11292
20201117-F28V-A3-5-1-20	675	11284
20201117-F28V-A3-5-1-20	680	11344
20201117-F28V-A3-5-1-20	685	11330
20201117-F28V-A3-5-1-20	690	11404
20201117-F28V-A3-5-1-20	695	11413
20201117-F28V-A3-5-1-20	700	11337
20201117-F28V-A3-5-1-20	705	11427
20201117-F28V-A3-5-1-20	710	11260
20201117-F28V-A3-5-1-20	715	11372
20201117-F28V-A3-5-1-20	720	11471
