condition	Time	fluorescence
20210118-F54W-E5-5-1-20	0	5419
20210118-F54W-E5-5-1-20	5	5322
20210118-F54W-E5-5-1-20	10	5401
20210118-F54W-E5-5-1-20	15	5486
20210118-F54W-E5-5-1-20	20	5613
20210118-F54W-E5-5-1-20	25	5762
20210118-F54W-E5-5-1-20	30	5847
20210118-F54W-E5-5-1-20	35	5958
20210118-F54W-E5-5-1-20	40	6063
20210118-F54W-E5-5-1-20	45	6162
20210118-F54W-E5-5-1-20	50	6199
20210118-F54W-E5-5-1-20	55	6353
20210118-F54W-E5-5-1-20	60	6421
20210118-F54W-E5-5-1-20	65	6477
20210118-F54W-E5-5-1-20	70	6618
20210118-F54W-E5-5-1-20	75	6695
20210118-F54W-E5-5-1-20	80	6803
20210118-F54W-E5-5-1-20	85	6873
20210118-F54W-E5-5-1-20	90	6997
20210118-F54W-E5-5-1-20	95	7126
20210118-F54W-E5-5-1-20	100	7253
20210118-F54W-E5-5-1-20	105	7351
20210118-F54W-E5-5-1-20	110	7458
20210118-F54W-E5-5-1-20	115	7487
20210118-F54W-E5-5-1-20	120	7634
20210118-F54W-E5-5-1-20	125	7741
20210118-F54W-E5-5-1-20	130	7867
20210118-F54W-E5-5-1-20	135	7981
20210118-F54W-E5-5-1-20	140	8016
20210118-F54W-E5-5-1-20	145	8124
20210118-F54W-E5-5-1-20	150	8127
20210118-F54W-E5-5-1-20	155	8265
20210118-F54W-E5-5-1-20	160	8321
20210118-F54W-E5-5-1-20	165	8397
20210118-F54W-E5-5-1-20	170	8437
20210118-F54W-E5-5-1-20	175	8532
20210118-F54W-E5-5-1-20	180	8502
20210118-F54W-E5-5-1-20	185	8594
20210118-F54W-E5-5-1-20	190	8698
20210118-F54W-E5-5-1-20	195	8826
20210118-F54W-E5-5-1-20	200	8800
20210118-F54W-E5-5-1-20	205	8868
20210118-F54W-E5-5-1-20	210	9080
20210118-F54W-E5-5-1-20	215	8987
20210118-F54W-E5-5-1-20	220	9112
20210118-F54W-E5-5-1-20	225	9112
20210118-F54W-E5-5-1-20	230	9263
20210118-F54W-E5-5-1-20	235	9290
20210118-F54W-E5-5-1-20	240	9303
20210118-F54W-E5-5-1-20	245	9321
20210118-F54W-E5-5-1-20	250	9433
20210118-F54W-E5-5-1-20	255	9518
20210118-F54W-E5-5-1-20	260	9466
20210118-F54W-E5-5-1-20	265	9525
20210118-F54W-E5-5-1-20	270	9643
20210118-F54W-E5-5-1-20	275	9659
20210118-F54W-E5-5-1-20	280	9601
20210118-F54W-E5-5-1-20	285	9670
20210118-F54W-E5-5-1-20	290	9693
20210118-F54W-E5-5-1-20	295	9650
20210118-F54W-E5-5-1-20	300	9779
20210118-F54W-E5-5-1-20	305	9742
20210118-F54W-E5-5-1-20	310	9751
20210118-F54W-E5-5-1-20	315	9857
20210118-F54W-E5-5-1-20	320	9755
20210118-F54W-E5-5-1-20	325	9800
20210118-F54W-E5-5-1-20	330	9895
20210118-F54W-E5-5-1-20	335	9887
20210118-F54W-E5-5-1-20	340	9849
20210118-F54W-E5-5-1-20	345	9879
