condition	Time	fluorescence
20210117-WT-C2-5-0-20	0	5162
20210117-WT-C2-5-0-20	5	5149
20210117-WT-C2-5-0-20	10	5154
20210117-WT-C2-5-0-20	15	5162
20210117-WT-C2-5-0-20	20	5237
20210117-WT-C2-5-0-20	25	5211
20210117-WT-C2-5-0-20	30	5229
20210117-WT-C2-5-0-20	35	5234
20210117-WT-C2-5-0-20	40	5238
20210117-WT-C2-5-0-20	45	5200
20210117-WT-C2-5-0-20	50	5229
20210117-WT-C2-5-0-20	55	5203
20210117-WT-C2-5-0-20	60	5200
20210117-WT-C2-5-0-20	65	5226
20210117-WT-C2-5-0-20	70	5275
20210117-WT-C2-5-0-20	75	5276
20210117-WT-C2-5-0-20	80	5273
20210117-WT-C2-5-0-20	85	5304
20210117-WT-C2-5-0-20	90	5300
20210117-WT-C2-5-0-20	95	5343
20210117-WT-C2-5-0-20	100	5331
20210117-WT-C2-5-0-20	105	5341
20210117-WT-C2-5-0-20	110	5331
20210117-WT-C2-5-0-20	115	5410
20210117-WT-C2-5-0-20	120	5344
20210117-WT-C2-5-0-20	125	5347
20210117-WT-C2-5-0-20	130	5330
20210117-WT-C2-5-0-20	135	5348
20210117-WT-C2-5-0-20	140	5332
20210117-WT-C2-5-0-20	145	5385
20210117-WT-C2-5-0-20	150	5358
20210117-WT-C2-5-0-20	155	5377
20210117-WT-C2-5-0-20	160	5390
20210117-WT-C2-5-0-20	165	5362
20210117-WT-C2-5-0-20	170	5330
20210117-WT-C2-5-0-20	175	5323
20210117-WT-C2-5-0-20	180	5344
20210117-WT-C2-5-0-20	185	5398
20210117-WT-C2-5-0-20	190	5397
20210117-WT-C2-5-0-20	195	5336
20210117-WT-C2-5-0-20	200	5373
20210117-WT-C2-5-0-20	205	5377
20210117-WT-C2-5-0-20	210	5363
20210117-WT-C2-5-0-20	215	5394
20210117-WT-C2-5-0-20	220	5322
20210117-WT-C2-5-0-20	225	5408
20210117-WT-C2-5-0-20	230	5357
20210117-WT-C2-5-0-20	235	5360
20210117-WT-C2-5-0-20	240	5333
20210117-WT-C2-5-0-20	245	5369
20210117-WT-C2-5-0-20	250	5384
20210117-WT-C2-5-0-20	255	5325
20210117-WT-C2-5-0-20	260	5342
20210117-WT-C2-5-0-20	265	5379
20210117-WT-C2-5-0-20	270	5322
20210117-WT-C2-5-0-20	275	5396
20210117-WT-C2-5-0-20	280	5369
20210117-WT-C2-5-0-20	285	5348
20210117-WT-C2-5-0-20	290	5322
20210117-WT-C2-5-0-20	295	5398
20210117-WT-C2-5-0-20	300	5334
20210117-WT-C2-5-0-20	305	5344
20210117-WT-C2-5-0-20	310	5370
20210117-WT-C2-5-0-20	315	5459
20210117-WT-C2-5-0-20	320	5381
20210117-WT-C2-5-0-20	325	5379
20210117-WT-C2-5-0-20	330	5391
20210117-WT-C2-5-0-20	335	5397
20210117-WT-C2-5-0-20	340	5360
20210117-WT-C2-5-0-20	345	5399
20210117-WT-C2-5-0-20	350	5384
20210117-WT-C2-5-0-20	355	5427
20210117-WT-C2-5-0-20	360	5399
20210117-WT-C2-5-0-20	365	5390
20210117-WT-C2-5-0-20	370	5386
20210117-WT-C2-5-0-20	375	5458
20210117-WT-C2-5-0-20	380	5373
20210117-WT-C2-5-0-20	385	5424
20210117-WT-C2-5-0-20	390	5401
20210117-WT-C2-5-0-20	395	5399
20210117-WT-C2-5-0-20	400	5376
20210117-WT-C2-5-0-20	405	5413
20210117-WT-C2-5-0-20	410	5391
20210117-WT-C2-5-0-20	415	5416
20210117-WT-C2-5-0-20	420	5385
20210117-WT-C2-5-0-20	425	5436
20210117-WT-C2-5-0-20	430	5393
20210117-WT-C2-5-0-20	435	5417
20210117-WT-C2-5-0-20	440	5380
20210117-WT-C2-5-0-20	445	5420
20210117-WT-C2-5-0-20	450	5422
20210117-WT-C2-5-0-20	455	5446
20210117-WT-C2-5-0-20	460	5347
20210117-WT-C2-5-0-20	465	5429
20210117-WT-C2-5-0-20	470	5433
20210117-WT-C2-5-0-20	475	5418
20210117-WT-C2-5-0-20	480	5421
20210117-WT-C2-5-0-20	485	5400
20210117-WT-C2-5-0-20	490	5406
20210117-WT-C2-5-0-20	495	5422
20210117-WT-C2-5-0-20	500	5436
20210117-WT-C2-5-0-20	505	5436
20210117-WT-C2-5-0-20	510	5413
20210117-WT-C2-5-0-20	515	5399
20210117-WT-C2-5-0-20	520	5427
20210117-WT-C2-5-0-20	525	5413
20210117-WT-C2-5-0-20	530	5441
20210117-WT-C2-5-0-20	535	5445
20210117-WT-C2-5-0-20	540	5420
20210117-WT-C2-5-0-20	545	5448
20210117-WT-C2-5-0-20	550	5450
20210117-WT-C2-5-0-20	555	5426
20210117-WT-C2-5-0-20	560	5477
20210117-WT-C2-5-0-20	565	5430
20210117-WT-C2-5-0-20	570	5445
20210117-WT-C2-5-0-20	575	5421
20210117-WT-C2-5-0-20	580	5437
20210117-WT-C2-5-0-20	585	5450
20210117-WT-C2-5-0-20	590	5428
20210117-WT-C2-5-0-20	595	5434
20210117-WT-C2-5-0-20	600	5466
20210117-WT-C2-5-0-20	605	5430
20210117-WT-C2-5-0-20	610	5411
20210117-WT-C2-5-0-20	615	5426
20210117-WT-C2-5-0-20	620	5439
20210117-WT-C2-5-0-20	625	5445
20210117-WT-C2-5-0-20	630	5464
20210117-WT-C2-5-0-20	635	5388
20210117-WT-C2-5-0-20	640	5460
20210117-WT-C2-5-0-20	645	5445
20210117-WT-C2-5-0-20	650	5467
20210117-WT-C2-5-0-20	655	5448
20210117-WT-C2-5-0-20	660	5440
20210117-WT-C2-5-0-20	665	5413
20210117-WT-C2-5-0-20	670	5476
20210117-WT-C2-5-0-20	675	5449
20210117-WT-C2-5-0-20	680	5462
20210117-WT-C2-5-0-20	685	5458
20210117-WT-C2-5-0-20	690	5413
20210117-WT-C2-5-0-20	695	5444
20210117-WT-C2-5-0-20	700	5485
20210117-WT-C2-5-0-20	705	5447
20210117-WT-C2-5-0-20	710	5455
20210117-WT-C2-5-0-20	715	5464
20210117-WT-C2-5-0-20	720	5492
20210117-WT-C2-5-0-20	725	5435
20210117-WT-C2-5-0-20	730	5454
20210117-WT-C2-5-0-20	735	5501
20210117-WT-C2-5-0-20	740	5436
20210117-WT-C2-5-0-20	745	5460
20210117-WT-C2-5-0-20	750	5450
20210117-WT-C2-5-0-20	755	5467
20210117-WT-C2-5-0-20	760	5498
20210117-WT-C2-5-0-20	765	5431
20210117-WT-C2-5-0-20	770	5430
20210117-WT-C2-5-0-20	775	5474
20210117-WT-C2-5-0-20	780	5448
20210117-WT-C2-5-0-20	785	5411
20210117-WT-C2-5-0-20	790	5481
20210117-WT-C2-5-0-20	795	5456
20210117-WT-C2-5-0-20	800	5470
20210117-WT-C2-5-0-20	805	5513
20210117-WT-C2-5-0-20	810	5450
20210117-WT-C2-5-0-20	815	5477
20210117-WT-C2-5-0-20	820	5520
20210117-WT-C2-5-0-20	825	5491
20210117-WT-C2-5-0-20	830	5485
20210117-WT-C2-5-0-20	835	5503
20210117-WT-C2-5-0-20	840	5478
20210117-WT-C2-5-0-20	845	5512
20210117-WT-C2-5-0-20	850	5502
20210117-WT-C2-5-0-20	855	5453
20210117-WT-C2-5-0-20	860	5571
20210117-WT-C2-5-0-20	865	5496
20210117-WT-C2-5-0-20	870	5464
20210117-WT-C2-5-0-20	875	5463
20210117-WT-C2-5-0-20	880	5480
20210117-WT-C2-5-0-20	885	5492
20210117-WT-C2-5-0-20	890	5474
20210117-WT-C2-5-0-20	895	5494
20210117-WT-C2-5-0-20	900	5492
20210117-WT-C2-5-0-20	905	5467
20210117-WT-C2-5-0-20	910	5590
20210117-WT-C2-5-0-20	915	5519
20210117-WT-C2-5-0-20	920	5495
20210117-WT-C2-5-0-20	925	5517
20210117-WT-C2-5-0-20	930	5519
20210117-WT-C2-5-0-20	935	5483
20210117-WT-C2-5-0-20	940	5493
20210117-WT-C2-5-0-20	945	5536
20210117-WT-C2-5-0-20	950	5465
20210117-WT-C2-5-0-20	955	5501
20210117-WT-C2-5-0-20	960	5528
20210117-WT-C2-5-0-20	965	5480
20210117-WT-C2-5-0-20	970	5478
20210117-WT-C2-5-0-20	975	5528
20210117-WT-C2-5-0-20	980	5480
20210117-WT-C2-5-0-20	985	5540
20210117-WT-C2-5-0-20	990	5576
20210117-WT-C2-5-0-20	995	5505
20210117-WT-C2-5-0-20	1000	5515
20210117-WT-C2-5-0-20	1005	5512
20210117-WT-C2-5-0-20	1010	5522
20210117-WT-C2-5-0-20	1015	5527
20210117-WT-C2-5-0-20	1020	5536
20210117-WT-C2-5-0-20	1025	5474
20210117-WT-C2-5-0-20	1030	5524
20210117-WT-C2-5-0-20	1035	5549
20210117-WT-C2-5-0-20	1040	5497
20210117-WT-C2-5-0-20	1045	5500
20210117-WT-C2-5-0-20	1050	5470
20210117-WT-C2-5-0-20	1055	5565
20210117-WT-C2-5-0-20	1060	5530
20210117-WT-C2-5-0-20	1065	5532
20210117-WT-C2-5-0-20	1070	5558
20210117-WT-C2-5-0-20	1075	5521
20210117-WT-C2-5-0-20	1080	5491
20210117-WT-C2-5-0-20	1085	5567
20210117-WT-C2-5-0-20	1090	5557
20210117-WT-C2-5-0-20	1095	5541
20210117-WT-C2-5-0-20	1100	5570
20210117-WT-C2-5-0-20	1105	5531
20210117-WT-C2-5-0-20	1110	5587
20210117-WT-C2-5-0-20	1115	5572
20210117-WT-C2-5-0-20	1120	5572
20210117-WT-C2-5-0-20	1125	5575
20210117-WT-C2-5-0-20	1130	5561
20210117-WT-C2-5-0-20	1135	5537
20210117-WT-C2-5-0-20	1140	5604
20210117-WT-C2-5-0-20	1145	5589
20210117-WT-C2-5-0-20	1150	5546
20210117-WT-C2-5-0-20	1155	5547
20210117-WT-C2-5-0-20	1160	5584
20210117-WT-C2-5-0-20	1165	5558
20210117-WT-C2-5-0-20	1170	5614
20210117-WT-C2-5-0-20	1175	5522
20210117-WT-C2-5-0-20	1180	5566
20210117-WT-C2-5-0-20	1185	5641
20210117-WT-C2-5-0-20	1190	5532
20210117-WT-C2-5-0-20	1195	5562
20210117-WT-C2-5-0-20	1200	5555
20210117-WT-C2-5-0-20	1205	5625
20210117-WT-C2-5-0-20	1210	5569
20210117-WT-C2-5-0-20	1215	5560
20210117-WT-C2-5-0-20	1220	5604
20210117-WT-C2-5-0-20	1225	5638
20210117-WT-C2-5-0-20	1230	5605
20210117-WT-C2-5-0-20	1235	5597
20210117-WT-C2-5-0-20	1240	5555
20210117-WT-C2-5-0-20	1245	5574
20210117-WT-C2-5-0-20	1250	5563
20210117-WT-C2-5-0-20	1255	5601
20210117-WT-C2-5-0-20	1260	5611
20210117-WT-C2-5-0-20	1265	5585
20210117-WT-C2-5-0-20	1270	5563
20210117-WT-C2-5-0-20	1275	5559
20210117-WT-C2-5-0-20	1280	5624
20210117-WT-C2-5-0-20	1285	5571
20210117-WT-C2-5-0-20	1290	5572
20210117-WT-C2-5-0-20	1295	5585
20210117-WT-C2-5-0-20	1300	5555
20210117-WT-C2-5-0-20	1305	5618
20210117-WT-C2-5-0-20	1310	5565
20210117-WT-C2-5-0-20	1315	5551
20210117-WT-C2-5-0-20	1320	5612
20210117-WT-C2-5-0-20	1325	5555
20210117-WT-C2-5-0-20	1330	5620
20210117-WT-C2-5-0-20	1335	5558
20210117-WT-C2-5-0-20	1340	5586
20210117-WT-C2-5-0-20	1345	5567
20210117-WT-C2-5-0-20	1350	5615
20210117-WT-C2-5-0-20	1355	5576
20210117-WT-C2-5-0-20	1360	5584
20210117-WT-C2-5-0-20	1365	5650
20210117-WT-C2-5-0-20	1370	5616
20210117-WT-C2-5-0-20	1375	5566
20210117-WT-C2-5-0-20	1380	5604
20210117-WT-C2-5-0-20	1385	5681
20210117-WT-C2-5-0-20	1390	5621
20210117-WT-C2-5-0-20	1395	5601
20210117-WT-C2-5-0-20	1400	5639
20210117-WT-C2-5-0-20	1405	5617
20210117-WT-C2-5-0-20	1410	5613
20210117-WT-C2-5-0-20	1415	5626
20210117-WT-C2-5-0-20	1420	5627
20210117-WT-C2-5-0-20	1425	5591
20210117-WT-C2-5-0-20	1430	5613
