

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\CJM\20210117_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\CJM\GAP_Assay.prt



Plate Number	Plate 1
Date	1/18/2021
Time	12:06:14 AM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:25:10	30.0	16015	5605	15858	5419	14727	5326	14475	5648	14797	5254	14481	5123
0:25:15	30.0	16054	5632	15768	5439	14754	5331	14523	5587	14800	5170	14409	5103
0:25:20	30.0	16048	5684	15802	5450	14850	5374	14452	5581	14898	5259	14409	5088
0:25:25	30.0	15975	5660	15938	5429	14808	5375	14482	5609	14991	5256	14515	5093
0:25:30	30.0	16060	5641	15863	5453	14918	5345	14601	5571	15004	5273	14438	5137
0:25:35	30.0	16003	5673	15903	5459	14905	5311	14626	5614	14895	5249	14536	5143
0:25:40	30.0	16006	5671	15850	5464	14864	5351	14523	5586	14792	5266	14505	5163
0:25:45	30.0	15982	5694	15786	5460	14892	5378	14606	5603	14937	5278	14516	5101
0:25:50	30.0	16088	5658	15828	5463	14855	5399	14577	5642	14887	5259	14552	5114
0:25:55	30.0	16105	5641	16017	5454	14675	5404	14400	5567	14831	5281	14463	5132
0:26:00	30.0	16022	5646	15874	5484	14765	5403	14473	5576	14846	5279	14473	5084
0:26:05	30.0	16030	5672	15830	5458	14844	5359	14580	5602	14957	5259	14383	5093
0:26:10	30.0	15994	5599	15800	5450	14909	5351	14463	5615	14792	5210	14395	5160
0:26:15	30.0	15972	5710	15830	5531	14747	5352	14497	5603	14855	5302	14508	5139
0:26:20	30.0	16221	5614	15855	5473	14779	5379	14617	5562	14817	5261	14402	5097
0:26:25	30.0	16035	5656	15824	5440	14869	5394	14529	5647	14853	5209	14500	5135
0:26:30	30.0	16093	5690	15905	5426	14964	5406	14501	5611	14817	5247	14495	5087
0:26:35	30.0	16111	5661	15997	5455	14816	5386	14531	5608	14871	5240	14395	5121
0:26:40	30.0	16039	5715	15867	5405	14963	5354	14555	5609	14881	5245	14485	5121
0:26:45	30.0	16245	5669	15858	5494	14764	5370	14554	5643	14877	5303	14500	5138
0:26:50	30.0	16019	5679	15930	5448	14778	5331	14494	5634	14812	5231	14463	5139
0:26:55	30.0	16005	5652	15953	5460	14781	5388	14485	5590	14870	5291	14321	5189
0:27:00	30.0	16175	5657	15794	5509	14821	5371	14331	5649	14960	5290	14470	5188
0:27:05	30.0	16151	5663	15839	5474	14819	5419	14569	5602	14951	5259	14427	5133
0:27:10	30.0	16147	5710	15892	5466	14744	5422	14448	5615	14724	5265	14488	5160
0:27:15	30.0	16132	5697	15884	5513	14961	5399	14650	5611	14846	5289	14372	5126
0:27:20	30.0	15926	5716	15845	5496	14863	5392	14569	5586	14815	5214	14314	5126
0:27:25	30.0	16143	5736	15944	5449	14879	5373	14478	5625	14940	5276	14470	5121
0:27:30	30.0	15940	5708	15806	5505	14869	5405	14590	5596	14848	5294	14335	5193
0:27:35	30.0	16088	5654	15912	5442	14958	5391	14606	5569	14878	5243	14448	5133
0:27:40	30.0	16148	5647	16000	5482	14690	5418	14510	5663	14880	5249	14409	5167
0:27:45	30.0	16171	5710	15799	5468	14628	5403	14457	5665	14834	5285	14517	5158
0:27:50	30.0	16085	5651	15816	5465	14927	5393	14559	5618	14857	5253	14486	5124
0:27:55	30.0	16230	5681	15833	5482	14895	5371	14585	5657	14761	5295	14506	5139
0:28:00	30.0	15983	5726	15928	5484	14893	5406	14615	5632	14989	5273	14340	5154
0:28:05	30.0	16056	5698	15858	5506	14800	5357	14629	5578	14957	5267	14497	5142
0:28:10	30.0	15998	5707	15979	5482	14802	5333	14470	5604	14864	5290	14445	5120
0:28:15	30.0	16088	5706	15821	5431	14650	5382	14660	5652	14860	5290	14572	5174
0:28:20	30.0	15987	5657	15957	5460	14802	5427	14396	5601	14927	5245	14519	5159
0:28:25	30.0	16085	5732	15906	5549	14799	5398	14497	5591	14891	5362	14487	5156
0:28:30	30.0	16084	5661	15863	5517	14793	5403	14448	5671	14912	5285	14402	5173
0:28:35	30.0	16025	5654	15934	5531	14876	5389	14622	5676	14829	5328	14516	5178
0:28:40	30.0	16026	5670	15946	5465	14823	5398	14523	5641	14898	5262	14516	5114
0:28:45	30.0	15945	5711	15812	5500	14609	5398	14391	5641	14893	5295	14584	5124
0:28:50	30.0	16181	5694	15931	5463	14843	5384	14503	5641	14834	5263	14382	5158
0:28:55	30.0	16009	5665	15916	5477	14836	5383	14514	5688	14808	5307	14595	5180
0:29:00	30.0	15990	5690	15835	5511	14812	5410	14453	5691	14992	5260	14388	5155
0:29:05	30.0	15953	5740	15917	5515	14757	5355	14399	5609	14860	5269	14454	5135
0:29:10	30.0	16053	5667	15907	5511	14845	5393	14448	5658	14898	5283	14489	5161
0:29:15	30.0	15978	5640	15754	5540	14819	5414	14413	5669	14865	5331	14496	5167
0:29:20	30.0	16050	5725	15814	5452	14736	5403	14351	5611	14876	5269	14515	5095
0:29:25	30.0	16108	5730	15916	5534	14711	5394	14385	5675	14861	5332	14429	5168
0:29:30	30.0	16099	5697	15710	5521	14862	5406	14546	5644	14867	5335	14447	5167
0:29:35	30.0	15980	5742	15889	5559	14740	5472	14324	5695	14790	5320	14388	5208
0:29:40	30.0	15965	5694	15740	5535	14745	5449	14440	5645	14825	5289	14378	5140
0:29:45	30.0	16113	5714	15903	5476	14762	5377	14499	5720	14795	5312	14487	5210
0:29:50	30.0	16147	5746	15786	5516	14821	5368	14559	5648	14797	5355	14451	5125
0:29:55	30.0	16005	5695	15938	5475	14755	5408	14456	5649	14890	5307	14475	5164
0:30:00	30.0	15990	5755	15852	5532	14745	5426	14410	5672	14808	5323	14412	5138
0:30:05	30.0	16098	5634	15700	5547	14851	5398	14505	5635	14847	5316	14424	5178
0:30:10	30.0	16077	5729	15790	5544	14755	5469	14380	5689	14705	5282	14355	5155
0:30:15	30.0	15873	5712	15940	5504	14850	5404	14369	5650	14954	5287	14332	5111
0:30:20	30.0	16034	5715	15970	5487	14693	5461	14502	5653	14713	5323	14303	5159
0:30:25	30.0	15999	5737	15702	5529	14814	5467	14412	5666	14840	5361	14401	5117
0:30:30	30.0	16117	5738	15717	5539	14712	5386	14445	5672	14862	5341	14509	5201
0:30:35	30.0	16029	5750	15823	5551	14703	5493	14365	5623	14896	5302	14610	5143
0:30:40	30.0	16144	5697	15984	5517	14767	5417	14481	5706	14735	5301	14384	5158
0:30:45	30.0	15980	5708	15804	5476	14749	5416	14491	5632	14917	5330	14530	5131
0:30:50	30.0	15957	5762	15772	5534	14760	5369	14356	5683	14921	5330	14512	5165
0:30:55	30.0	15866	5713	15732	5545	14728	5422	14361	5711	14801	5345	14591	5217
0:31:00	30.0	15999	5729	15794	5553	14798	5391	14470	5689	14771	5369	14396	5192
0:31:05	30.0	15832	5714	15783	5543	14771	5450	14571	5683	14829	5342	14552	5228
0:31:10	30.0	15997	5745	16028	5526	14711	5412	14391	5666	14874	5314	14580	5193
0:31:15	30.0	15886	5696	15921	5512	14740	5432	14488	5658	14830	5314	14420	5180
0:31:20	30.0	16062	5729	15806	5454	14774	5396	14451	5668	14883	5323	14312	5208
0:31:25	30.0	16086	5716	15969	5480	14780	5390	14405	5643	14801	5304	14337	5171
0:31:30	30.0	16070	5819	15926	5515	14934	5420	14547	5632	14782	5362	14286	5193
0:31:35	30.0	16025	5718	15696	5511	14767	5432	14480	5763	14780	5415	14361	5143
0:31:40	30.0	15974	5758	15851	5592	14799	5497	14431	5677	14851	5370	14413	5182
0:31:45	30.0	15946	5745	15954	5504	14719	5472	14401	5690	14905	5385	14444	5203
0:31:50	30.0	16174	5804	15834	5522	14662	5387	14535	5673	14899	5409	14233	5215
0:31:55	30.0	16011	5734	15895	5496	14683	5457	14397	5707	14857	5336	14494	5169
0:32:00	30.0	16083	5744	15860	5540	14780	5426	14435	5635	14904	5368	14353	5175
0:32:05	30.0	15932	5756	15818	5572	14832	5492	14488	5687	14817	5338	14447	5190
0:32:10	30.0	16040	5722	15807	5508	14773	5408	14478	5668	14834	5314	14387	5188
0:32:15	30.0	15938	5739	15766	5557	14641	5420	14510	5657	14780	5310	14351	5193
0:32:20	30.0	16039	5747	15959	5592	14907	5434	14440	5650	14826	5325	14422	5241
0:32:25	30.0	16032	5766	15866	5489	14816	5422	14415	5691	14781	5397	14300	5212
0:32:30	30.0	15991	5770	15827	5580	14687	5461	14501	5708	14818	5357	14582	5204
0:32:35	30.0	16116	5797	15725	5506	14685	5485	14434	5738	14956	5331	14380	5207
0:32:40	30.0	15968	5711	15763	5523	14876	5431	14405	5662	14828	5322	14451	5208
0:32:45	30.0	15999	5782	15832	5562	14710	5429	14523	5700	14970	5384	14423	5209
0:32:50	30.0	16136	5784	15847	5534	14694	5431	14398	5720	14899	5349	14394	5214
0:32:55	30.0	15898	5782	15729	5546	14848	5480	14323	5732	14777	5314	14398	5267
0:33:00	30.0	16023	5748	15932	5568	14739	5460	14444	5673	14871	5345	14345	5189
0:33:05	30.0	16132	5732	15722	5538	14725	5449	14401	5667	14787	5377	14518	5201
0:33:10	30.0	16026	5744	15883	5536	14846	5393	14515	5692	14726	5401	14289	5175
0:33:15	30.0	16130	5713	15925	5561	14775	5459	14521	5762	14900	5348	14484	5153
0:33:20	30.0	15901	5742	15807	5597	14738	5448	14429	5691	14754	5425	14506	5226
0:33:25	30.0	15969	5748	15787	5566	14705	5480	14389	5704	14850	5371	14434	5185
0:33:30	30.0	16112	5741	15899	5548	14799	5437	14417	5677	14911	5335	14428	5224
0:33:35	30.0	15981	5733	15711	5550	14649	5427	14378	5734	14896	5404	14383	5215
0:33:40	30.0	15985	5774	15675	5617	14721	5427	14460	5718	14843	5385	14354	5251
0:33:45	30.0	15958	5779	15896	5554	14701	5458	14360	5693	14777	5380	14360	5237
0:33:50	30.0	16055	5752	15720	5617	14660	5449	14529	5716	14805	5337	14473	5174
0:33:55	30.0	15947	5792	15846	5622	14613	5414	14446	5717	14777	5288	14438	5227
0:34:00	30.0	16020	5794	15830	5594	14681	5471	14454	5769	14713	5401	14452	5184
0:34:05	30.0	16026	5769	15739	5607	14731	5475	14400	5749	14863	5405	14413	5209
0:34:10	30.0	15989	5787	15687	5576	14811	5545	14366	5744	14767	5351	14351	5254
0:34:15	30.0	15969	5770	15797	5586	14746	5445	14337	5703	14936	5395	14387	5181
0:34:20	30.0	15948	5749	15748	5596	14700	5469	14380	5716	14879	5396	14298	5222
0:34:25	30.0	16008	5791	15825	5604	14771	5436	14417	5737	14785	5409	14436	5188
0:34:30	30.0	16122	5753	15626	5598	14664	5455	14464	5740	14879	5381	14488	5208
0:34:35	30.0	15919	5771	15740	5565	14627	5477	14469	5703	14784	5364	14592	5198
0:34:40	30.0	15930	5772	15713	5549	14644	5496	14407	5670	14767	5359	14479	5203
0:34:45	30.0	15945	5730	15759	5602	14688	5483	14369	5685	14826	5415	14419	5242
0:34:50	30.0	16001	5744	15765	5560	14716	5489	14451	5706	14823	5371	14468	5233
0:34:55	30.0	15984	5746	15962	5580	14697	5460	14444	5743	14856	5393	14388	5243
0:35:00	30.0	15917	5787	15738	5596	14759	5458	14463	5716	14798	5415	14396	5223
0:35:05	30.0	16050	5834	15807	5533	14739	5481	14380	5695	14865	5374	14473	5208
0:35:10	30.0	15835	5777	15774	5614	14693	5467	14561	5778	14808	5416	14295	5207
0:35:15	30.0	16082	5798	15760	5578	14798	5514	14448	5708	14804	5417	14482	5276
0:35:20	30.0	15922	5775	15785	5566	14741	5522	14294	5709	14769	5444	14443	5142
0:35:25	30.0	16033	5795	15893	5577	14823	5453	14520	5692	14741	5432	14325	5242
0:35:30	30.0	15926	5759	15947	5581	14850	5557	14291	5804	14725	5386	14345	5198
0:35:35	30.0	16055	5817	15628	5613	14694	5428	14379	5710	14820	5391	14528	5241
0:35:40	30.0	15975	5791	15738	5594	14734	5529	14546	5737	14954	5406	14308	5212
0:35:45	30.0	15964	5848	15769	5533	14688	5418	14450	5705	14892	5431	14517	5252
0:35:50	30.0	16087	5783	15735	5582	14806	5538	14337	5754	14757	5421	14298	5219
0:35:55	30.0	16032	5762	15726	5568	14706	5467	14570	5780	14871	5394	14363	5208
0:36:00	30.0	15914	5779	15671	5656	14709	5467	14357	5720	14780	5386	14402	5233
0:36:05	30.0	15992	5785	15775	5598	14699	5408	14382	5740	14816	5421	14397	5217
0:36:10	30.0	15927	5805	15771	5627	14778	5453	14363	5779	14830	5411	14402	5196
0:36:15	30.0	16035	5790	15887	5582	14725	5476	14505	5806	14985	5398	14364	5206
0:36:20	30.0	15981	5768	15874	5567	14742	5503	14437	5755	14864	5381	14522	5269
0:36:25	30.0	15812	5772	15768	5644	14763	5516	14426	5748	14775	5381	14405	5210
0:36:30	30.0	16009	5860	15766	5639	14768	5500	14345	5726	14872	5401	14375	5240
0:36:35	30.0	15897	5814	15747	5626	14640	5507	14359	5721	14979	5384	14345	5261
0:36:40	30.0	16065	5867	15839	5539	14693	5578	14360	5729	14791	5429	14392	5224
0:36:45	30.0	15859	5845	15786	5675	14727	5442	14580	5755	14811	5425	14392	5255
0:36:50	30.0	16151	5834	15740	5538	14654	5516	14363	5741	14887	5425	14389	5213
0:36:55	30.0	16061	5836	15767	5600	14674	5544	14335	5787	14807	5377	14417	5236
0:37:00	30.0	15958	5867	15762	5568	14701	5498	14507	5778	14760	5460	14421	5255
0:37:05	30.0	16171	5800	15823	5572	14659	5524	14419	5755	14782	5443	14295	5200
0:37:10	30.0	16092	5738	15692	5573	14762	5496	14366	5749	14700	5393	14496	5296
0:37:15	30.0	15977	5795	15896	5631	14703	5484	14534	5733	14795	5451	14420	5246
0:37:20	30.0	16026	5793	15707	5614	14696	5509	14434	5751	14765	5518	14468	5259
0:37:25	30.0	15958	5778	15696	5604	14544	5536	14464	5824	14676	5436	14320	5222
0:37:30	30.0	15846	5800	15724	5630	14654	5497	14315	5774	14848	5412	14322	5316
0:37:35	30.0	15882	5844	15686	5654	14737	5542	14402	5788	14639	5382	14388	5280
0:37:40	30.0	16024	5799	15839	5636	14814	5545	14398	5749	14786	5448	14406	5303
0:37:45	30.0	16095	5804	15886	5643	14739	5506	14532	5783	14820	5459	14402	5247
0:37:50	30.0	15894	5862	15812	5622	14754	5483	14398	5788	14810	5421	14383	5216
0:37:55	30.0	16037	5786	15739	5595	14724	5515	14350	5751	14641	5419	14273	5202
0:38:00	30.0	15945	5808	15861	5613	14660	5458	14382	5748	14901	5433	14433	5217
0:38:05	30.0	15990	5909	15895	5663	14825	5504	14384	5757	14802	5486	14437	5247
0:38:10	30.0	15981	5849	15798	5661	14643	5544	14470	5748	14810	5438	14285	5249
0:38:15	30.0	15993	5815	15668	5600	14912	5503	14406	5753	14801	5460	14302	5251
0:38:20	30.0	15918	5843	15833	5665	14757	5538	14402	5752	14888	5419	14380	5212
0:38:25	30.0	15899	5913	15759	5634	14752	5536	14338	5759	14755	5445	14285	5247
0:38:30	30.0	15988	5834	15699	5673	14638	5513	14378	5740	14791	5477	14427	5224
0:38:35	30.0	15930	5821	15845	5651	14734	5540	14419	5812	14775	5421	14458	5249
0:38:40	30.0	15980	5818	15699	5632	14600	5511	14391	5762	14877	5430	14378	5269
0:38:45	30.0	15944	5852	15705	5645	14754	5490	14444	5781	14790	5453	14421	5258
0:38:50	30.0	15897	5885	15873	5619	14714	5570	14585	5795	14815	5502	14312	5275
0:38:55	30.0	15934	5804	15674	5635	14687	5498	14406	5763	14697	5439	14365	5213
0:39:00	30.0	15936	5854	15777	5647	14733	5537	14398	5806	14716	5496	14369	5267
0:39:05	30.0	16030	5852	15773	5626	14698	5509	14414	5761	14827	5461	14445	5260
0:39:10	30.0	16095	5824	15878	5678	14641	5515	14390	5785	14820	5463	14467	5262
0:39:15	30.0	15919	5864	15697	5666	14744	5573	14397	5778	14640	5431	14426	5257
0:39:20	30.0	15988	5849	15715	5645	14833	5508	14417	5784	14856	5449	14434	5251
0:39:25	30.0	15944	5875	15844	5608	14573	5551	14465	5798	14801	5520	14412	5273
0:39:30	30.0	16034	5854	15808	5655	14691	5517	14404	5788	14745	5474	14409	5258
0:39:35	30.0	15921	5844	15819	5618	14713	5526	14472	5794	14751	5477	14319	5289
0:39:40	30.0	15938	5845	15669	5632	14734	5513	14489	5778	14908	5481	14303	5244
0:39:45	30.0	16098	5883	15668	5628	14793	5548	14439	5823	14806	5494	14384	5277
0:39:50	30.0	15939	5876	15729	5614	14696	5507	14372	5807	14744	5466	14462	5239
0:39:55	30.0	16048	5838	15753	5692	14621	5505	14407	5762	14927	5464	14330	5282
0:40:00	30.0	15990	5862	15759	5654	14872	5491	14343	5849	14778	5452	14276	5274
0:40:05	30.0	15913	5865	15738	5593	14748	5556	14458	5846	14731	5502	14500	5259
0:40:10	30.0	15865	5839	15790	5651	14735	5558	14423	5838	14671	5473	14334	5258
0:40:15	30.0	15871	5863	15807	5653	14822	5506	14450	5771	14795	5481	14473	5297
0:40:20	30.0	15959	5881	15708	5670	14757	5555	14332	5790	14717	5489	14303	5268
0:40:25	30.0	15918	5829	15791	5637	14748	5570	14370	5858	14755	5468	14237	5276
0:40:30	30.0	15986	5862	15781	5671	14690	5480	14490	5802	14721	5478	14315	5241
0:40:35	30.0	16002	5877	15713	5645	14660	5491	14359	5812	14974	5465	14311	5295
0:40:40	30.0	15938	5856	15676	5660	14621	5520	14442	5853	14686	5483	14395	5230
0:40:45	30.0	15860	5811	15709	5664	14591	5551	14297	5822	14672	5452	14421	5255
0:40:50	30.0	15934	5856	15664	5651	14767	5475	14468	5821	14803	5432	14320	5292
0:40:55	30.0	15898	5854	15637	5662	14671	5507	14343	5810	14822	5518	14287	5259
0:41:00	30.0	15980	5823	15828	5608	14549	5565	14420	5838	14724	5448	14344	5282
0:41:05	30.0	15913	5930	15668	5589	14647	5553	14518	5814	14752	5500	14508	5324
0:41:10	30.0	16001	5861	15849	5668	14798	5594	14385	5848	14791	5514	14420	5242
0:41:15	30.0	15918	5901	15638	5640	14688	5578	14338	5836	14836	5513	14339	5276
0:41:20	30.0	15968	5862	15690	5648	14730	5572	14401	5817	14744	5472	14282	5277
0:41:25	30.0	15893	5855	15706	5692	14669	5525	14470	5847	14780	5484	14376	5321
0:41:30	30.0	15967	5915	15751	5685	14735	5559	14274	5791	14682	5466	14355	5351
0:41:35	30.0	15890	5857	15738	5667	14702	5552	14287	5806	14794	5447	14401	5278
0:41:40	30.0	15938	5871	15706	5668	14843	5594	14373	5827	14658	5460	14330	5259
0:41:45	30.0	15955	5920	15827	5655	14741	5586	14548	5791	14772	5513	14416	5295
0:41:50	30.0	15955	5843	15787	5679	14780	5549	14362	5870	14836	5488	14382	5334
0:41:55	30.0	15886	5907	15688	5679	14744	5551	14331	5811	14842	5458	14441	5290
0:42:00	30.0	16109	5898	15681	5690	14824	5551	14443	5916	14798	5518	14445	5318
0:42:05	30.0	15978	5833	15732	5675	14800	5572	14366	5898	14685	5555	14387	5283
0:42:10	30.0	15911	5851	15665	5688	14737	5537	14427	5892	14703	5482	14323	5311
0:42:15	30.0	16032	5932	15790	5705	14715	5599	14377	5838	14788	5498	14323	5306
0:42:20	30.0	16051	5876	15738	5651	14669	5576	14430	5877	14661	5524	14355	5272
0:42:25	30.0	15878	5864	15818	5685	14675	5558	14419	5859	14673	5525	14307	5322
0:42:30	30.0	15920	5853	15910	5635	14725	5599	14450	5874	14760	5488	14458	5298
0:42:35	30.0	15926	5901	15678	5699	14701	5576	14378	5888	14859	5534	14340	5282
0:42:40	30.0	15907	5918	15676	5717	14623	5593	14317	5770	14794	5544	14392	5359
0:42:45	30.0	15952	5877	15711	5698	14679	5548	14432	5793	14822	5509	14323	5351
0:42:50	30.0	16005	5883	15853	5670	14693	5571	14376	5843	14773	5560	14395	5320
0:42:55	30.0	15872	5888	15854	5690	14623	5531	14436	5852	14780	5520	14318	5266
0:43:00	30.0	15923	5898	15718	5680	14602	5562	14410	5860	14874	5531	14351	5300
0:43:05	30.0	15918	5891	15692	5703	14706	5594	14518	5850	14726	5464	14456	5321
0:43:10	30.0	15934	5898	15847	5654	14718	5572	14284	5861	14644	5486	14332	5305
0:43:15	30.0	16020	5916	15757	5685	14826	5597	14349	5870	14865	5530	14307	5308
0:43:20	30.0	16022	5898	15683	5675	14726	5626	14385	5934	14777	5499	14453	5296
0:43:25	30.0	15947	5831	15678	5747	14683	5551	14393	5804	14780	5545	14413	5254
0:43:30	30.0	15892	5891	15774	5689	14696	5530	14362	5885	14732	5523	14300	5314
0:43:35	30.0	15867	5931	15638	5687	14763	5518	14386	5842	14775	5503	14354	5267
0:43:40	30.0	15856	5884	15713	5722	14778	5613	14321	5840	14754	5507	14354	5301
0:43:45	30.0	15945	5908	15637	5728	14650	5575	14316	5805	14771	5511	14359	5274
0:43:50	30.0	15988	5931	15794	5676	14739	5543	14309	5833	14806	5529	14345	5343
0:43:55	30.0	16014	5865	15779	5718	14629	5551	14453	5866	14712	5561	14466	5294
0:44:00	30.0	16032	5885	15786	5760	14668	5545	14371	5826	14770	5544	14331	5334
0:44:05	30.0	15875	5868	15693	5658	14588	5573	14340	5839	14811	5506	14307	5311
0:44:10	30.0	15835	5888	15613	5725	14687	5513	14307	5882	14789	5556	14362	5290
0:44:15	30.0	15816	5926	15603	5674	14649	5574	14358	5900	14666	5543	14397	5286
0:44:20	30.0	15881	5928	15599	5811	14714	5609	14475	5842	14755	5529	14336	5277
0:44:25	30.0	15920	5897	15803	5736	14651	5555	14464	5837	14812	5560	14359	5306
0:44:30	30.0	15915	5885	15806	5739	14626	5587	14302	5831	14679	5522	14442	5306
0:44:35	30.0	15844	5925	15674	5696	14729	5602	14334	5880	14776	5581	14464	5321
0:44:40	30.0	15916	5833	15768	5762	14669	5611	14457	5884	14854	5565	14403	5326
0:44:45	30.0	15911	5899	15723	5690	14772	5625	14396	5800	14784	5491	14450	5349
0:44:50	30.0	15964	5944	15725	5688	14716	5554	14540	5916	14744	5540	14321	5322
0:44:55	30.0	16095	5927	15800	5740	14653	5576	14446	5878	14720	5540	14384	5334
0:45:00	30.0	15950	5903	15757	5726	14726	5577	14271	5910	14759	5530	14398	5315
0:45:05	30.0	15884	5969	15945	5693	14772	5613	14433	5835	14792	5537	14428	5312
0:45:10	30.1	16045	5912	15699	5780	14743	5612	14380	5882	14827	5548	14290	5288
0:45:15	30.0	16037	5995	15656	5691	14633	5564	14352	5830	14819	5571	14392	5329
0:45:20	30.1	15969	5909	15635	5772	14638	5584	14458	5865	14830	5597	14324	5332
0:45:25	30.1	15960	5922	15772	5731	14673	5574	14408	5864	14669	5597	14344	5335
0:45:30	30.1	15962	5934	15698	5690	14601	5621	14358	5886	14854	5585	14242	5330
0:45:35	30.1	16005	5931	15700	5716	14593	5629	14351	5876	14781	5561	14271	5348
0:45:40	30.1	15890	5960	15727	5692	14636	5654	14359	5870	14904	5562	14357	5321
0:45:45	30.1	15924	5954	15697	5702	14709	5569	14254	5881	14749	5553	14362	5376
0:45:50	30.1	15887	5961	15665	5760	14724	5587	14348	5936	14703	5510	14324	5356
0:45:55	30.0	15903	5913	15747	5760	14691	5627	14318	5894	14731	5560	14393	5361
0:46:00	30.0	15901	5968	15723	5683	14705	5558	14385	5933	14832	5540	14415	5370
0:46:05	30.1	15899	5927	15760	5755	14708	5591	14392	5886	14788	5562	14320	5314
0:46:10	30.1	15891	5957	15724	5745	14662	5634	14323	5911	14658	5594	14395	5302
0:46:15	30.1	15891	5929	15676	5700	14797	5587	14474	5900	14730	5618	14353	5405
0:46:20	30.1	15872	5987	15651	5765	14751	5582	14462	5871	14739	5565	14366	5344
0:46:25	30.1	15921	5897	15628	5790	14724	5541	14393	5889	14681	5567	14261	5279
0:46:30	30.1	15847	5924	15717	5746	14639	5622	14319	5897	14731	5567	14385	5371
0:46:35	30.0	15798	5954	15717	5753	14664	5579	14248	5860	14881	5608	14333	5358
0:46:40	30.1	15976	5911	15767	5767	14811	5621	14416	5885	14641	5562	14292	5365
0:46:45	30.1	15840	5951	15856	5751	14684	5567	14345	5877	14765	5610	14368	5284
0:46:50	30.0	15860	5966	15710	5752	14619	5619	14305	5866	14818	5640	14329	5345
0:46:55	30.1	15935	5930	15619	5733	14653	5622	14292	5888	14731	5584	14457	5365
0:47:00	30.1	15941	5948	15559	5742	14695	5614	14330	5889	14773	5611	14361	5381
0:47:05	30.1	16010	5947	15671	5804	14544	5663	14392	5934	14723	5591	14336	5372
0:47:10	30.1	15835	5976	15754	5728	14716	5669	14379	5905	14619	5603	14403	5348
0:47:15	30.1	15912	5995	15620	5738	14642	5543	14433	5893	14627	5550	14284	5369
0:47:20	30.1	15911	5947	15591	5741	14715	5625	14278	5913	14827	5583	14334	5326
0:47:25	30.0	15846	5982	15744	5716	14822	5666	14299	5909	14715	5582	14359	5347
0:47:30	30.1	15863	5974	15747	5723	14743	5592	14235	5877	14812	5577	14244	5354
0:47:35	30.0	15915	5928	15744	5782	14669	5624	14258	5945	14804	5540	14328	5363
0:47:40	30.1	15907	5979	15692	5730	14566	5600	14295	5935	14758	5594	14421	5334
0:47:45	30.1	15912	6003	15741	5792	14722	5632	14377	5887	14791	5576	14285	5338
0:47:50	30.1	15845	5972	15671	5836	14583	5603	14471	5913	14703	5626	14454	5381
0:47:55	30.1	15847	6014	15702	5766	14679	5635	14335	5903	14699	5570	14490	5354
0:48:00	30.1	15812	5990	15734	5760	14705	5616	14279	5896	14681	5584	14523	5356
0:48:05	30.1	16046	5954	15595	5768	14641	5592	14292	5906	14729	5661	14472	5342
0:48:10	30.0	15937	5956	15756	5813	14568	5648	14450	5873	14801	5591	14290	5387
0:48:15	30.1	15813	5988	15767	5801	14725	5676	14306	5941	14750	5615	14304	5370
0:48:20	30.1	15763	5932	15735	5754	14573	5627	14434	5942	14644	5608	14331	5361
0:48:25	30.0	15887	6007	15679	5744	14683	5636	14405	5891	14865	5640	14408	5364
0:48:30	30.1	15823	5922	15836	5795	14671	5613	14411	5895	14674	5612	14365	5357
0:48:35	30.1	15806	6002	15631	5745	14752	5623	14281	5929	14719	5567	14328	5370
0:48:40	30.1	15838	5960	15709	5790	14720	5608	14336	5899	14900	5625	14290	5411
0:48:45	30.1	15893	6007	15796	5720	14608	5589	14306	5931	14791	5611	14230	5353
0:48:50	30.1	15916	5988	15722	5809	14649	5644	14385	5909	14797	5622	14235	5387
0:48:55	30.0	15834	5988	15747	5800	14647	5676	14350	5916	14606	5591	14391	5379
0:49:00	30.1	15888	5978	15793	5781	14719	5646	14322	5906	14806	5612	14428	5327
0:49:05	30.1	16004	5988	15637	5767	14684	5601	14208	5924	14791	5609	14292	5331
0:49:10	30.0	15914	6043	15690	5781	14523	5579	14403	5993	14628	5627	14475	5367
0:49:15	30.1	15941	6053	15599	5768	14638	5615	14310	5913	14615	5593	14270	5342
0:49:20	30.1	15828	5968	15670	5785	14715	5571	14362	5930	14699	5642	14386	5365
