

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\CJM\20210120_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\CJM\GAP_Assay.prt



Plate Number	Plate 1
Date	1/20/2021
Time	5:02:53 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30�C
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

425,457

Time	T� 425,457	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:43:45	30.0	17457	6796	7892	4902	15195	6141	20472	10511	13116	9311	18812	10295
0:43:50	30.0	17523	6755	7900	4931	15266	6158	20498	10432	13197	9359	18861	10179
0:43:55	30.0	17468	6755	7890	4896	15356	6186	20347	10352	13127	9271	18943	10189
0:44:00	30.0	17283	6785	7900	4922	15227	6152	20504	10547	13076	9305	18778	10289
0:44:05	30.0	17512	6815	7830	4950	15163	6156	20357	10487	13153	9324	18851	10244
0:44:10	30.0	17419	6766	7913	4933	15212	6113	20409	10486	13092	9299	18801	10296
0:44:15	30.1	17400	6775	7910	4968	15226	6223	20369	10391	13005	9332	18810	10217
0:44:20	30.1	17448	6760	7884	4907	15192	6124	20590	10432	13224	9334	18815	10227
0:44:25	30.0	17510	6778	7854	4905	15248	6146	20348	10398	13154	9304	18986	10310
0:44:30	30.1	17444	6815	7941	4969	15338	6157	20423	10432	13086	9370	18730	10228
0:44:35	30.1	17497	6775	7847	4964	15334	6151	20475	10468	13043	9282	19046	10219
0:44:40	30.1	17434	6849	7946	4927	15326	6185	20410	10444	13145	9293	18758	10244
0:44:45	30.1	17351	6790	7864	4936	15231	6123	20470	10460	13102	9353	18834	10252
0:44:50	30.1	17448	6800	7857	4940	15380	6183	20312	10505	13174	9355	18791	10195
0:44:55	30.1	17569	6804	7949	4943	15300	6183	20357	10413	13049	9374	18875	10258
0:45:00	30.1	17447	6842	7836	4898	15132	6145	20462	10502	13136	9248	18800	10314
0:45:05	30.1	17435	6760	7886	4925	15229	6132	20494	10412	13107	9347	18898	10248
0:45:10	30.0	17513	6834	7881	4981	15181	6165	20399	10480	13068	9301	18837	10235
0:45:15	30.1	17478	6802	7851	4939	15161	6212	20521	10455	13106	9269	18706	10251
0:45:20	30.1	17330	6798	7857	4932	15234	6184	20504	10472	13127	9240	19028	10287
0:45:25	30.1	17317	6780	7910	4997	15194	6159	20320	10530	13316	9321	18854	10390
0:45:30	30.1	17386	6804	7849	4961	15154	6193	20483	10564	13210	9295	18825	10274
0:45:35	30.0	17425	6813	7909	4898	15233	6226	20379	10471	13078	9284	18870	10275
0:45:40	30.1	17435	6821	7912	4935	15234	6244	20378	10451	13094	9292	18957	10191
0:45:45	30.1	17489	6869	7856	4887	15321	6138	20448	10470	13211	9269	18879	10269
0:45:50	30.1	17551	6812	7902	4939	15299	6208	20371	10431	13037	9276	18948	10334
0:45:55	30.1	17337	6859	7885	4917	15410	6214	20542	10509	13213	9398	18844	10229
0:46:00	30.0	17368	6813	7846	4958	15268	6187	20476	10557	13042	9311	19057	10256
0:46:05	30.1	17328	6798	7914	4943	15332	6185	20482	10483	13162	9350	18830	10247
0:46:10	30.1	17432	6823	7888	4937	15177	6238	20426	10549	13111	9408	18926	10235
0:46:15	30.1	17450	6816	7926	4952	15339	6241	20520	10497	13072	9341	18885	10317
0:46:20	30.1	17456	6903	7953	4890	15265	6150	20548	10561	13043	9290	18925	10291
0:46:25	30.0	17364	6813	7911	4937	15098	6220	20290	10476	13096	9377	18984	10276
0:46:30	30.1	17422	6821	7889	4874	15204	6230	20334	10543	13117	9380	18926	10224
0:46:35	30.1	17444	6793	7868	4913	15320	6177	20472	10545	13084	9355	18888	10260
0:46:40	30.1	17422	6846	7914	4929	15225	6178	20584	10590	13116	9364	18851	10306
0:46:45	30.0	17517	6819	7960	4931	15207	6235	20424	10509	13143	9303	18685	10233
0:46:50	30.1	17394	6862	7853	4934	15142	6222	20218	10579	13094	9333	18939	10282
0:46:55	30.1	17406	6847	7929	4919	15313	6229	20533	10500	13055	9340	18972	10276
0:47:00	30.1	17314	6834	7899	4945	15198	6222	20600	10570	13079	9412	18820	10346
0:47:05	30.1	17478	6837	7888	4937	15177	6203	20449	10476	13052	9317	18859	10304
0:47:10	30.0	17345	6807	7951	4930	15301	6236	20533	10456	13125	9352	18912	10377
0:47:15	30.1	17329	6894	7917	4924	15245	6206	20463	10565	13085	9374	18905	10280
0:47:20	30.1	17339	6864	7915	4887	15230	6174	20376	10491	12983	9330	18894	10343
0:47:25	30.1	17403	6863	7923	4928	15206	6191	20383	10507	13218	9271	18924	10324
0:47:30	30.0	17325	6838	7848	4918	15247	6253	20681	10530	13167	9313	18856	10327
0:47:35	30.1	17385	6857	7863	4920	15335	6145	20408	10612	13053	9360	18816	10309
0:47:40	30.1	17343	6885	7920	4941	15233	6202	20449	10552	13084	9369	18847	10306
0:47:45	30.1	17524	6861	7924	4928	15313	6223	20404	10484	13158	9310	18839	10344
0:47:50	30.1	17398	6852	7923	4910	15109	6230	20483	10510	13236	9315	18787	10291
0:47:55	30.1	17411	6857	7885	4918	15292	6240	20232	10528	13064	9293	18777	10363
0:48:00	30.1	17449	6894	7900	4939	15245	6270	20454	10625	13057	9376	18741	10349
0:48:05	30.1	17359	6890	7905	4918	15260	6252	20311	10597	13203	9413	19036	10407
0:48:10	30.1	17321	6815	7935	4911	15383	6229	20346	10582	13073	9354	18958	10264
0:48:15	30.0	17390	6914	7942	4908	15240	6264	20406	10604	13121	9306	18809	10265
0:48:20	30.1	17370	6884	7944	4946	15231	6224	20458	10552	13109	9315	18814	10329
0:48:25	30.1	17362	6878	7902	4931	15313	6172	20336	10517	13127	9329	18926	10407
0:48:30	30.1	17417	6893	7945	4938	15290	6275	20365	10546	13030	9350	18728	10370
0:48:35	30.1	17432	6858	7947	4946	15283	6283	20374	10483	13143	9347	18945	10355
0:48:40	30.0	17297	6868	7887	4927	15259	6192	20373	10651	13115	9368	18818	10313
0:48:45	30.1	17417	6894	7921	4880	15223	6262	20305	10573	13023	9393	18713	10266
0:48:50	30.1	17434	6887	7913	4919	15201	6235	20438	10575	13097	9400	18888	10391
0:48:55	30.1	17422	6887	7884	4953	15185	6276	20559	10514	13075	9324	18822	10306
0:49:00	30.0	17500	6867	7880	4933	15384	6255	20239	10595	13123	9334	18873	10271
0:49:05	30.1	17400	6921	7917	4960	15318	6234	20499	10541	13106	9408	18935	10333
0:49:10	30.1	17508	6934	7872	4929	15374	6222	20492	10576	13102	9377	19041	10359
0:49:15	30.1	17417	6940	7908	4933	15208	6251	20277	10509	13095	9345	18776	10430
0:49:20	30.1	17394	6926	7840	4932	15173	6281	20335	10612	13167	9287	18883	10356
0:49:25	30.1	17293	6932	7903	4963	15244	6259	20462	10572	13065	9332	18833	10413
0:49:30	30.1	17442	6950	7913	4918	15183	6291	20256	10562	13078	9318	18917	10321
0:49:35	30.1	17378	6885	7887	4924	15232	6256	20355	10599	13100	9324	18841	10320
0:49:40	30.1	17435	6912	7911	5001	15247	6237	20518	10580	13008	9303	18865	10389
0:49:45	30.1	17320	6883	7874	4906	15174	6293	20478	10659	13175	9304	18828	10350
0:49:50	30.1	17426	6890	7935	4922	15153	6258	20332	10639	13128	9291	18893	10318
0:49:55	30.1	17428	6911	7877	4934	15261	6239	20389	10604	13181	9392	18868	10403
0:50:00	30.1	17479	6932	7902	4917	15224	6249	20251	10589	13163	9276	18853	10416
0:50:05	30.1	17450	6930	7888	4932	15207	6256	20498	10584	13130	9329	18883	10368
0:50:10	30.1	17321	6984	7915	4956	15229	6247	20389	10530	13110	9385	18743	10344
0:50:15	30.1	17518	6947	7912	4969	15258	6259	20233	10547	13103	9347	18893	10406
0:50:20	30.1	17380	6941	7794	4986	15220	6289	20315	10559	13138	9319	18725	10340
0:50:25	30.1	17466	6953	7890	4934	15194	6271	20593	10595	13132	9338	18795	10428
0:50:30	30.1	17549	6877	7805	4934	15189	6302	20344	10586	13138	9393	18952	10370
0:50:35	30.1	17444	6984	7877	4908	15117	6269	20249	10619	13194	9311	18859	10358
0:50:40	30.1	17573	6917	7883	4986	15290	6263	20379	10576	13200	9291	18899	10367
0:50:45	30.1	17385	6930	7861	4975	15300	6266	20354	10537	13084	9363	18809	10414
0:50:50	30.1	17320	6977	7849	5007	15242	6259	20293	10581	13091	9382	18796	10361
0:50:55	30.1	17422	6936	7887	4936	15316	6292	20478	10583	13131	9370	18971	10413
0:51:00	30.1	17468	6970	7894	4929	15304	6279	20326	10627	13138	9329	18901	10356
0:51:05	30.1	17443	6979	7894	4951	15229	6247	20540	10636	13129	9343	18668	10447
0:51:10	30.1	17387	6949	7915	4951	15323	6244	20385	10625	13020	9328	18915	10323
0:51:15	30.1	17296	6891	7954	4989	15203	6266	20278	10575	13068	9289	18792	10412
0:51:20	30.1	17388	6935	7861	4946	15188	6270	20312	10606	12984	9340	18856	10353
0:51:25	30.1	17342	6982	7843	4916	15292	6318	20325	10550	13026	9285	18816	10360
0:51:30	30.1	17309	7045	7834	4982	15299	6327	20342	10688	13201	9347	18915	10342
0:51:35	30.1	17460	7007	7904	4934	15209	6296	20230	10613	13121	9394	18873	10346
0:51:40	30.1	17550	6963	7882	4986	15210	6321	20346	10709	13092	9350	18928	10390
0:51:45	30.1	17328	7025	7923	4931	15247	6315	20265	10562	13084	9379	18768	10456
0:51:50	30.1	17369	6972	7850	4956	15260	6306	20261	10663	13164	9367	18748	10330
0:51:55	30.1	17408	6938	7904	4976	15272	6347	20330	10612	13265	9301	18747	10402
0:52:00	30.1	17460	7014	7937	4925	15242	6278	20386	10630	13121	9356	18837	10358
0:52:05	30.1	17468	6971	7875	4923	15244	6287	20371	10699	13039	9316	18755	10343
0:52:10	30.1	17318	6961	7803	4973	15171	6287	20374	10769	13045	9339	18862	10357
0:52:15	30.1	17386	6971	7857	4972	15221	6308	20372	10660	13098	9343	18914	10361
0:52:20	30.1	17345	7005	7880	4912	15153	6344	20488	10614	13114	9306	18728	10372
0:52:25	30.1	17302	6996	7840	4987	15410	6343	20222	10614	13126	9322	18663	10423
0:52:30	30.1	17278	6998	7860	4973	15216	6273	20358	10580	13139	9299	18656	10422
0:52:35	30.1	17462	6964	7893	4955	15120	6304	20292	10674	12960	9354	18861	10426
0:52:40	30.1	17430	6912	7823	4946	15171	6296	20263	10634	12960	9393	18790	10390
0:52:45	30.1	17453	7006	7883	4929	15162	6329	20257	10765	13098	9316	18763	10392
0:52:50	30.1	17279	7034	7827	4948	15280	6279	20282	10610	13105	9313	18796	10339
0:52:55	30.1	17416	7002	7855	4937	15262	6245	20287	10691	13176	9314	18858	10364
0:53:00	30.1	17319	6974	7921	4930	15237	6266	20505	10779	12967	9332	18758	10393
0:53:05	30.1	17319	6987	7898	4916	15302	6313	20478	10665	13144	9306	18774	10434
0:53:10	30.1	17321	6949	7921	4898	15383	6321	20275	10607	13010	9362	18854	10388
0:53:15	30.1	17189	7042	7868	4916	15223	6322	20253	10569	13078	9432	18767	10354
0:53:20	30.1	17311	6997	7806	4937	15178	6325	20251	10692	13075	9341	18856	10389
0:53:25	30.1	17339	7027	7867	4948	15212	6316	20281	10605	13101	9284	18947	10368
0:53:30	30.1	17357	6963	7797	4928	15256	6316	20274	10604	13160	9325	18804	10350
0:53:35	30.1	17315	7007	7865	4959	15169	6301	20238	10785	12951	9279	18833	10470
0:53:40	30.1	17222	7013	7877	4949	15110	6344	20356	10626	13089	9352	18739	10434
0:53:45	30.1	17354	7025	7853	4940	15265	6287	20347	10539	13016	9280	18687	10437
0:53:50	30.1	17441	7047	7897	4943	15106	6367	20281	10586	13078	9395	18764	10421
0:53:55	30.1	17283	7070	7886	4920	15141	6306	20236	10658	13021	9329	18778	10418
0:54:00	30.1	17233	7004	7788	4948	15131	6325	20286	10585	13027	9265	18823	10352
0:54:05	30.1	17388	7046	7866	4944	15153	6340	20228	10645	13062	9265	18758	10357
0:54:10	30.1	17271	7025	7842	4916	15190	6293	20285	10671	13051	9387	18864	10394
0:54:15	30.1	17357	6976	7855	4897	15156	6379	20289	10718	13022	9298	18807	10391
0:54:20	30.1	17304	7017	7829	4952	15238	6318	20300	10588	13058	9333	18677	10415
0:54:25	30.1	17330	7061	7882	4943	15241	6323	20358	10641	13070	9403	18736	10425
0:54:30	30.1	17279	7038	7871	4949	15029	6331	20352	10654	12957	9282	18823	10382
0:54:35	30.1	17243	7047	7834	4942	15320	6342	20305	10632	13086	9367	18782	10411
0:54:40	30.1	17328	6961	7891	4947	15152	6358	20228	10606	12952	9416	18754	10336
0:54:45	30.1	17353	7111	7841	4954	15285	6343	20275	10642	12991	9429	18804	10437
0:54:50	30.1	17333	6994	7953	4995	15238	6417	20264	10743	13017	9290	18878	10338
0:54:55	30.1	17258	7080	7822	4971	15112	6384	20249	10768	13023	9333	18681	10435
0:55:00	30.1	17232	7093	7872	4952	15101	6381	20306	10630	12987	9335	18708	10407
0:55:05	30.1	17389	7021	7824	4974	15111	6338	20216	10653	13067	9242	18705	10393
0:55:10	30.1	17371	7020	7927	4947	15160	6345	20235	10702	13116	9392	18731	10389
0:55:15	30.1	17348	7035	7790	4930	15180	6361	20297	10682	13080	9315	18700	10370
0:55:20	30.1	17326	7042	7846	4935	15194	6424	20298	10592	13064	9319	18662	10369
0:55:25	30.1	17408	7050	7853	4890	15283	6397	20393	10668	13098	9313	18779	10421
0:55:30	30.1	17196	6998	7937	4945	15111	6337	20201	10771	12944	9328	18738	10457
0:55:35	30.1	17316	7097	7872	4926	15128	6366	20335	10715	13037	9381	18656	10424
0:55:40	30.1	17369	7094	7882	4943	15098	6337	20233	10744	12994	9355	18616	10461
0:55:45	30.1	17365	7016	7859	4931	15262	6396	20335	10695	13019	9306	18739	10412
0:55:50	30.1	17264	7055	7816	4899	15201	6383	20347	10698	13059	9329	18777	10375
0:55:55	30.1	17414	7042	7871	4931	15180	6348	20331	10724	13147	9298	18720	10445
0:56:00	30.1	17248	7063	7854	4914	15048	6299	20346	10708	13072	9444	18790	10461
0:56:05	30.1	17292	7098	7909	4917	15060	6354	20158	10616	12991	9315	18842	10417
0:56:10	30.1	17214	7065	7880	4962	15187	6341	20336	10667	12974	9338	18702	10459
0:56:15	30.1	17403	7076	7864	4938	15269	6365	20281	10657	13034	9394	18686	10447
0:56:20	30.1	17333	7073	7856	4919	15204	6354	20458	10727	13048	9292	18915	10538
0:56:25	30.1	17409	7086	7857	4943	15117	6387	20320	10677	13030	9337	18705	10471
0:56:30	30.1	17331	7067	7848	4921	15165	6439	20268	10774	13130	9383	18735	10459
0:56:35	30.1	17216	7192	7824	4929	15142	6366	20348	10621	12956	9365	18664	10433
0:56:40	30.1	17300	7129	7865	4996	15122	6363	20365	10680	12927	9441	18852	10440
0:56:45	30.1	17194	6995	7909	4967	15057	6388	20465	10677	12992	9357	18657	10480
0:56:50	30.1	17191	7076	7825	4953	15054	6364	20203	10593	12948	9293	18789	10548
0:56:55	30.1	17248	7051	7829	4962	15266	6403	20258	10758	13002	9358	18909	10444
0:57:00	30.1	17218	7133	7843	4982	15224	6374	20379	10826	13051	9326	18471	10445
0:57:05	30.1	17279	7106	7896	4926	15155	6363	20320	10637	13041	9362	18745	10464
0:57:10	30.1	17397	7091	7854	4944	15109	6425	20353	10680	12941	9362	18687	10378
0:57:15	30.1	17355	7099	7840	4926	15198	6376	20191	10682	13086	9392	18871	10380
0:57:20	30.1	17223	7101	7825	4959	15128	6394	20270	10711	13174	9394	18750	10526
0:57:25	30.1	17430	7110	7851	4954	15392	6387	20229	10683	13058	9317	18793	10425
0:57:30	30.1	17375	7092	7794	4891	15136	6420	20141	10733	13126	9350	18716	10563
0:57:35	30.1	17169	7110	7834	4939	15210	6327	20112	10726	12964	9328	18723	10426
0:57:40	30.1	17284	7089	7852	4932	15205	6381	20267	10683	13046	9366	18683	10510
0:57:45	30.1	17236	7110	7803	4955	15199	6426	20488	10775	13065	9290	18834	10561
0:57:50	30.1	17242	7084	7874	4965	15193	6375	20260	10735	13087	9336	18704	10505
0:57:55	30.1	17306	7171	7786	4905	15267	6413	20381	10708	13112	9343	18747	10469
0:58:00	30.1	17225	7086	7885	4951	15179	6422	20291	10802	13136	9363	18781	10518
0:58:05	30.1	17318	7173	7867	4935	15023	6371	20426	10662	13056	9438	18824	10478
0:58:10	30.1	17268	7077	7843	4938	15190	6359	20427	10771	13043	9445	18868	10403
0:58:15	30.1	17329	7058	7888	4953	15125	6409	20148	10734	13019	9324	18760	10526
0:58:20	30.1	17256	7119	7803	4944	15122	6433	20198	10728	12997	9351	18876	10530
0:58:25	30.1	17331	7119	7845	4972	15116	6415	20318	10718	12975	9293	18904	10485
0:58:30	30.1	17275	7184	7795	4966	15159	6400	20202	10794	13040	9297	18684	10435
0:58:35	30.1	17267	7185	7790	4978	15262	6374	20325	10771	13029	9289	18664	10406
0:58:40	30.1	17245	7096	7815	4948	15209	6411	20303	10834	13066	9319	18596	10576
0:58:45	30.1	17323	7120	7890	4957	15236	6411	20258	10763	13013	9373	18703	10527
0:58:50	30.1	17359	7165	7821	4955	15216	6392	20295	10848	13015	9390	18791	10493
0:58:55	30.1	17322	7073	7834	4897	15177	6471	20241	10719	13122	9400	18706	10480
0:59:00	30.1	17379	7189	7799	4941	15128	6470	20162	10762	13003	9311	18750	10575
0:59:05	30.1	17304	7187	7857	4924	15184	6442	20359	10808	13110	9408	18728	10584
0:59:10	30.1	17202	7131	7847	4943	15178	6453	20240	10726	13077	9320	18598	10594
0:59:15	30.1	17229	7131	7905	4975	15245	6470	20203	10767	13004	9411	18735	10435
0:59:20	30.1	17197	7113	7865	4944	15119	6435	20351	10711	12979	9271	18690	10466
0:59:25	30.1	17381	7123	7824	4954	15056	6447	20213	10795	13024	9327	18705	10528
0:59:30	30.1	17226	7197	7834	5001	15152	6450	20186	10808	13053	9490	18706	10570
0:59:35	30.1	17377	7153	7843	4978	15138	6395	20259	10803	12976	9343	18687	10419
0:59:40	30.1	17343	7142	7823	4993	15142	6476	20331	10662	13108	9308	18888	10441
0:59:45	30.1	17234	7150	7879	4953	15082	6400	20303	10822	13042	9375	18797	10567
0:59:50	30.1	17431	7176	7813	4967	15069	6495	20370	10752	12982	9343	18813	10432
0:59:55	30.1	17388	7191	7811	4952	15133	6494	20148	10804	12941	9319	18746	10546
1:00:00	30.1	17239	7222	7879	4912	15086	6493	20205	10783	13089	9391	18874	10519

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G	4740000.000	1800000.000	-1944000.000	-2052000.000	3492000.000	1512000.000	-4704000.000	2340000.000	2820000.000	2844000.000	-5256000.000	2148000.000	Max V [425,457]
	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	R-Squared [425,457]
	0:07:13	0:54:43	0:31:33	0:00:53	0:54:33	0:40:43	0:28:28	0:43:58	0:47:23	0:27:43	0:56:58	0:38:08	t at Max V [425,457]
	0:05:35	0:53:53	0:33:09	0:00:53	0:51:43	0:40:09	0:30:40	0:43:36	0:46:03	0:27:49	0:58:43	0:37:53	Lagtime [425,457]
H													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]

