

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\CJM\20210120_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\CJM\GAP_Assay.prt



Plate Number	Plate 1
Date	1/20/2021
Time	5:02:53 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30�C
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

425,457

Time	T� 425,457	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:19:30	30.0	17641	6169	7759	4921	15433	5640	20549	10037	12964	9176	19015	9862
0:19:35	30.0	17641	6085	7715	4852	15433	5692	20615	10007	12850	9239	19164	9855
0:19:40	30.0	17727	6110	7648	4866	15337	5707	20683	9917	12820	9232	18983	9771
0:19:45	30.0	17813	6155	7696	4853	15447	5645	20497	9944	12913	9246	19007	9802
0:19:50	30.0	17660	6108	7729	4862	15514	5706	20663	9901	12897	9261	19084	9905
0:19:55	30.0	17628	6143	7701	4828	15529	5686	20649	10004	12842	9218	18868	9772
0:20:00	30.0	17598	6133	7746	4894	15447	5673	20714	9901	12902	9263	19209	9830
0:20:05	30.0	17672	6124	7727	4857	15233	5639	20686	9897	12947	9301	19017	9805
0:20:10	30.0	17673	6125	7736	4853	15458	5733	20629	9902	12839	9252	19008	9821
0:20:15	30.0	17661	6126	7810	4854	15389	5659	20518	9928	12916	9166	19041	9866
0:20:20	30.0	17532	6204	7768	4848	15387	5698	20642	10021	12997	9317	19186	9817
0:20:25	30.0	17590	6177	7777	4866	15452	5697	20680	9984	12964	9293	19020	9807
0:20:30	30.0	17691	6199	7747	4826	15426	5708	20660	9918	12860	9236	19114	9856
0:20:35	30.0	17576	6157	7765	4852	15528	5670	20586	9914	13021	9210	19032	9875
0:20:40	30.0	17696	6158	7749	4836	15370	5738	20582	9941	12916	9256	19097	9937
0:20:45	30.0	17672	6165	7719	4812	15412	5712	20670	9886	12912	9257	19133	9794
0:20:50	30.0	17593	6138	7752	4862	15591	5701	20525	9928	12940	9324	18978	9779
0:20:55	30.0	17630	6178	7840	4890	15405	5692	20670	10052	12900	9185	19028	9896
0:21:00	30.0	17600	6165	7810	4816	15517	5698	20472	9902	12992	9234	18929	9873
0:21:05	30.0	17564	6162	7740	4853	15475	5673	20725	9966	13045	9365	19017	9870
0:21:10	30.0	17846	6152	7739	4843	15316	5710	20684	10013	12897	9214	18980	9789
0:21:15	30.0	17650	6144	7709	4810	15511	5726	20610	9926	12842	9237	18927	9891
0:21:20	30.0	17736	6147	7732	4878	15305	5728	20641	10051	12992	9256	19046	9845
0:21:25	30.0	17638	6216	7747	4894	15298	5696	20560	9989	12928	9280	19009	9867
0:21:30	30.0	17674	6128	7751	4857	15501	5689	20494	9927	12961	9196	18938	9828
0:21:35	30.0	17646	6208	7762	4823	15432	5711	20544	10033	12912	9208	18966	9846
0:21:40	30.0	17600	6146	7758	4881	15428	5694	20596	9891	12971	9237	18982	9903
0:21:45	30.0	17616	6182	7749	4846	15527	5715	20659	9969	12990	9225	19024	9863
0:21:50	30.0	17524	6177	7753	4892	15382	5748	20719	9996	12930	9208	19159	9795
0:21:55	30.0	17486	6245	7714	4866	15394	5686	20635	10028	13021	9177	18951	9928
0:22:00	30.0	17699	6181	7836	4884	15564	5729	20746	9976	12989	9265	19010	9824
0:22:05	30.0	17518	6168	7830	4858	15358	5676	20654	9987	12931	9189	19032	9807
0:22:10	30.0	17595	6218	7774	4855	15412	5740	20585	9984	13017	9207	18880	9887
0:22:15	30.0	17624	6192	7794	4880	15423	5729	20655	9937	12951	9177	19163	9868
0:22:20	30.0	17570	6197	7769	4870	15313	5743	20692	10032	13030	9198	19052	9915
0:22:25	30.0	17684	6265	7784	4935	15373	5743	20638	9977	12895	9256	19079	9851
0:22:30	30.0	17490	6225	7825	4869	15321	5723	20514	9978	12954	9164	19106	9862
0:22:35	30.0	17610	6205	7801	4836	15412	5710	20618	9933	12929	9338	18982	9826
0:22:40	30.0	17590	6192	7779	4903	15400	5726	20508	9972	13012	9292	18930	9973
0:22:45	30.0	17761	6201	7825	4845	15446	5679	20613	9987	12989	9215	18891	9905
0:22:50	30.0	17534	6214	7804	4900	15422	5731	20471	9969	12951	9234	19090	9829
0:22:55	30.0	17626	6225	7783	4868	15431	5749	20578	9989	12982	9265	19136	9870
0:23:00	30.0	17628	6205	7763	4882	15305	5706	20654	9993	13007	9239	19062	9872
0:23:05	30.0	17605	6261	7737	4881	15471	5808	20575	9981	12949	9236	18997	9937
0:23:10	30.0	17632	6261	7845	4841	15402	5731	20708	10023	12999	9324	19061	9852
0:23:15	30.0	17458	6235	7788	4870	15324	5780	20516	10091	13003	9178	19074	9852
0:23:20	30.0	17483	6219	7804	4841	15290	5728	20552	10031	12946	9269	19191	9862
0:23:25	30.0	17682	6231	7807	4857	15334	5750	20537	10097	13099	9194	18863	9897
0:23:30	30.0	17603	6187	7792	4830	15358	5745	20553	9995	12955	9192	18892	9856
0:23:35	30.0	17466	6233	7807	4840	15317	5743	20686	9977	13055	9241	19041	9820
0:23:40	30.0	17525	6257	7741	4870	15325	5818	20507	9966	12895	9203	18956	9854
0:23:45	30.0	17665	6263	7774	4874	15384	5713	20600	9983	12954	9247	19041	9790
0:23:50	30.0	17602	6242	7770	4861	15461	5764	20629	9960	12980	9234	19104	9882
0:23:55	30.0	17656	6213	7767	4858	15282	5759	20687	9980	12941	9193	18943	9841
0:24:00	30.0	17674	6186	7813	4914	15288	5772	20503	9986	13051	9247	18876	9948
0:24:05	30.0	17811	6198	7802	4891	15257	5730	20633	10045	12941	9297	19025	9920
0:24:10	30.0	17599	6233	7794	4941	15354	5799	20594	10026	12966	9256	18833	9862
0:24:15	30.0	17564	6262	7817	4849	15359	5760	20630	10059	13056	9316	18989	9914
0:24:20	30.0	17618	6262	7850	4866	15288	5767	20517	10026	12987	9235	18840	9964
0:24:25	30.0	17580	6248	7858	4922	15298	5772	20531	10008	13092	9232	19033	9871
0:24:30	30.0	17499	6287	7793	4886	15400	5771	20652	10010	12995	9246	19006	9863
0:24:35	30.0	17518	6267	7893	4874	15421	5727	20503	10045	13063	9261	18980	9929
0:24:40	30.0	17646	6232	7843	4863	15360	5826	20524	10098	12987	9329	18931	9866
0:24:45	30.0	17698	6260	7857	4843	15373	5727	20608	10059	12998	9254	18883	9936
0:24:50	30.0	17582	6285	7830	4877	15433	5848	20528	10029	13078	9201	19197	9928
0:24:55	30.0	17573	6333	7782	4848	15288	5779	20544	10032	13040	9239	19036	9948
0:25:00	30.0	17395	6293	7823	4916	15347	5774	20588	10016	13059	9257	18987	9949
0:25:05	30.0	17634	6259	7859	4883	15355	5768	20450	10003	12986	9269	18964	9842
0:25:10	30.0	17615	6310	7822	4876	15350	5755	20547	10098	13086	9270	18982	9873
0:25:15	30.0	17641	6276	7758	4858	15385	5749	20576	9987	13022	9242	18844	9912
0:25:20	30.0	17543	6256	7861	4864	15320	5801	20518	10003	13047	9205	18950	9906
0:25:25	30.0	17522	6276	7836	4857	15377	5829	20529	10055	13103	9259	18901	10031
0:25:30	30.0	17802	6310	7881	4843	15365	5774	20620	10070	13019	9191	18921	9923
0:25:35	30.0	17573	6283	7778	4872	15299	5755	20620	10126	13048	9208	18935	9954
0:25:40	30.0	17656	6322	7873	4839	15343	5814	20687	10058	13089	9273	18942	9906
0:25:45	30.0	17565	6309	7848	4866	15438	5770	20593	10142	13095	9300	18926	9908
0:25:50	30.0	17385	6304	7783	4874	15334	5770	20536	10093	13041	9288	18810	9956
0:25:55	30.0	17622	6322	7859	4841	15331	5800	20392	10097	13047	9220	19160	9961
0:26:00	30.0	17573	6290	7857	4861	15306	5869	20533	10069	13082	9200	19230	10009
0:26:05	30.0	17535	6311	7840	4863	15316	5792	20559	10028	13002	9298	19011	9967
0:26:10	30.0	17650	6296	7799	4859	15294	5832	20535	10117	13040	9214	18990	10006
0:26:15	30.0	17601	6302	7838	4870	15410	5810	20606	10067	13067	9229	18945	10018
0:26:20	30.0	17448	6336	7815	4916	15334	5832	20519	10013	13120	9349	19121	9965
0:26:25	30.0	17472	6325	7856	4881	15449	5816	20567	10118	13052	9240	19001	9857
0:26:30	30.0	17533	6268	7837	4865	15444	5816	20453	10065	13096	9244	18965	9965
0:26:35	30.0	17535	6300	7819	4911	15438	5824	20670	10043	12975	9163	18922	9936
0:26:40	30.0	17491	6331	7793	4859	15340	5806	20660	10109	13041	9204	18950	9851
0:26:45	30.0	17559	6300	7878	4876	15440	5801	20532	10114	13064	9204	18944	9962
0:26:50	30.0	17695	6283	7831	4879	15377	5803	20645	10086	13094	9190	18937	9925
0:26:55	30.0	17733	6310	7889	4861	15308	5870	20511	10054	13050	9260	19090	9978
0:27:00	30.0	17581	6340	7837	4843	15363	5836	20485	10070	13164	9260	19017	9966
0:27:05	30.0	17571	6350	7874	4891	15288	5825	20512	10058	13020	9270	18861	9960
0:27:10	30.0	17627	6330	7829	4873	15324	5812	20531	10172	13049	9281	18977	10005
0:27:15	30.0	17643	6327	7831	4885	15388	5833	20501	10130	13049	9308	18933	9996
0:27:20	30.0	17525	6411	7834	4861	15248	5849	20617	10102	13080	9328	18838	9988
0:27:25	30.0	17598	6347	7862	4917	15411	5800	20667	10146	13009	9232	18932	10067
0:27:30	30.0	17531	6397	7879	4886	15335	5796	20435	10123	13146	9212	18945	9901
0:27:35	30.0	17663	6331	7870	4870	15458	5887	20405	10071	13038	9257	18948	9937
0:27:40	30.0	17611	6339	7889	4845	15355	5834	20589	10056	13030	9114	18837	9976
0:27:45	30.0	17555	6373	7863	4876	15401	5843	20617	10072	13049	9351	19173	9970
0:27:50	30.0	17554	6356	7871	4909	15306	5831	20597	10093	13057	9247	18872	9984
0:27:55	30.0	17596	6354	7782	4892	15299	5815	20528	10090	13052	9243	19034	9990
0:28:00	30.0	17621	6400	7819	4906	15339	5857	20525	10144	13104	9191	18970	9961
0:28:05	30.0	17654	6372	7810	4919	15301	5817	20601	10105	13069	9211	18960	9932
0:28:10	30.0	17582	6406	7865	4893	15384	5849	20642	10079	13040	9235	18808	10010
0:28:15	30.0	17494	6388	7832	4869	15399	5850	20532	10095	13193	9297	18963	9889
0:28:20	30.0	17605	6405	7876	4868	15285	5823	20557	10166	12979	9229	18980	9927
0:28:25	30.0	17692	6338	7835	4864	15547	5876	20723	10100	13097	9320	18918	10055
0:28:30	30.0	17560	6378	7852	4865	15439	5870	20331	10172	13007	9326	18852	9954
0:28:35	30.0	17483	6463	7890	4856	15256	5855	20492	10130	13009	9293	18987	10018
0:28:40	30.0	17472	6373	7823	4872	15236	5860	20560	10094	12990	9287	18932	9991
0:28:45	30.0	17583	6322	7832	4857	15372	5840	20608	10097	13084	9313	18939	9986
0:28:50	30.0	17547	6410	7936	4942	15388	5871	20425	10118	13118	9255	18987	9997
0:28:55	30.0	17525	6398	7799	4882	15406	5850	20524	10050	13023	9230	18876	9934
0:29:00	30.0	17539	6387	7928	4847	15336	5917	20524	10163	13036	9275	18954	10053
0:29:05	30.0	17605	6406	7900	4895	15293	5872	20467	10061	13105	9236	19056	10020
0:29:10	30.0	17531	6394	7922	4925	15360	5868	20481	10219	13097	9284	18832	10007
0:29:15	30.0	17654	6355	7887	4847	15347	5866	20722	10051	13077	9264	18940	9969
0:29:20	30.0	17554	6333	7860	4893	15396	5857	20483	10054	13162	9324	19062	10078
0:29:25	30.0	17558	6323	7847	4860	15331	5878	20633	10096	13135	9307	18917	10071
0:29:30	30.0	17459	6340	7894	4915	15380	5858	20655	10207	13206	9258	19068	9983
0:29:35	30.0	17380	6424	7905	4864	15395	5862	20692	10069	13125	9263	18915	10031
0:29:40	30.0	17533	6416	7829	4894	15453	5864	20427	10153	13126	9271	18966	9985
0:29:45	30.0	17566	6438	7844	4896	15277	5908	20517	10291	13075	9251	18871	9939
0:29:50	30.0	17592	6457	7934	4868	15282	5900	20695	10132	13078	9274	18940	10025
0:29:55	30.0	17567	6397	7895	4912	15381	5939	20415	10120	13072	9297	19076	9965
0:30:00	30.0	17470	6393	7877	4909	15398	5882	20653	10116	13062	9296	18813	9969
0:30:05	30.0	17503	6414	7914	4892	15295	5932	20318	10127	13058	9252	18928	9951
0:30:10	30.0	17483	6432	7784	4894	15335	5914	20563	10136	13164	9346	18876	10102
0:30:15	30.0	17446	6470	7896	4909	15300	5878	20657	10165	13064	9425	18902	10065
0:30:20	30.0	17633	6421	7837	4854	15265	5861	20488	10222	13029	9208	19075	10026
0:30:25	30.0	17644	6441	7869	4879	15250	5876	20675	10148	13047	9324	18947	10101
0:30:30	30.0	17425	6473	7880	4889	15346	5885	20539	10134	13169	9305	18892	9975
0:30:35	30.0	17665	6400	7831	4846	15341	5883	20610	10158	13239	9236	18764	10041
0:30:40	30.0	17539	6403	7924	4935	15390	5912	20496	10140	13121	9287	19079	9961
0:30:45	30.0	17560	6432	7929	4879	15309	5863	20407	10168	13111	9307	18966	10037
0:30:50	30.0	17481	6449	7895	4851	15478	5913	20517	10141	13029	9270	19083	10071
0:30:55	30.0	17567	6402	7875	4906	15252	5890	20485	10157	13138	9272	18863	10013
0:31:00	30.0	17601	6500	7898	4884	15370	5927	20479	10155	13109	9239	18939	10028
0:31:05	30.0	17540	6432	7881	4899	15390	5909	20611	10179	13079	9280	18957	10052
0:31:10	30.0	17570	6367	7897	4915	15200	5945	20364	10163	13139	9264	19065	9941
0:31:15	30.0	17547	6409	7877	4908	15392	5898	20486	10200	13185	9230	18799	9996
0:31:20	30.0	17502	6427	7944	4900	15445	5949	20511	10138	12993	9242	18947	10030
0:31:25	30.0	17459	6406	7854	4870	15377	5924	20511	10126	13078	9276	19020	10081
0:31:30	30.0	17582	6462	7924	4866	15374	5934	20663	10169	13095	9229	18933	10008
0:31:35	30.0	17450	6458	7762	4893	15338	5903	20471	10183	13131	9249	18871	9947
0:31:40	30.0	17557	6454	7875	4860	15344	5914	20486	10141	13027	9250	18925	9925
0:31:45	30.0	17466	6456	7886	4921	15360	5888	20545	10220	13169	9230	18924	10024
0:31:50	30.0	17481	6463	7847	4879	15365	5972	20593	10247	13113	9325	18844	10016
0:31:55	30.0	17527	6462	7874	4897	15298	5870	20637	10238	13172	9302	18872	10014
0:32:00	30.0	17643	6475	7904	4856	15394	5920	20571	10131	13126	9257	18947	10073
0:32:05	30.0	17639	6418	7929	4898	15291	5921	20612	10264	13062	9297	19044	10124
0:32:10	30.0	17449	6511	7911	4871	15325	5875	20493	10106	13107	9300	18800	10076
0:32:15	30.0	17413	6538	7914	4901	15269	5927	20471	10266	13037	9223	18940	10020
0:32:20	30.0	17670	6465	7910	4864	15344	5916	20540	10172	13067	9195	18948	10073
0:32:25	30.0	17611	6470	7903	4886	15372	5891	20619	10242	13110	9307	18893	10074
0:32:30	30.0	17405	6491	7905	4905	15360	5967	20448	10259	13126	9331	18771	10050
0:32:35	30.0	17401	6503	7894	4888	15427	5962	20512	10244	13133	9333	18899	10086
0:32:40	30.0	17557	6523	7876	4900	15266	5938	20546	10196	13146	9309	18935	10045
0:32:45	30.0	17537	6485	7900	4865	15438	5950	20444	10214	13207	9376	19002	10046
0:32:50	30.0	17544	6467	7857	4854	15399	5967	20499	10191	13112	9278	18842	10051
0:32:55	30.0	17573	6463	7892	4884	15390	5887	20612	10251	13234	9343	18933	10017
0:33:00	30.0	17590	6556	7898	4905	15421	5921	20401	10183	13173	9303	18845	10006
0:33:05	30.0	17520	6524	7889	4869	15249	5954	20451	10121	13134	9301	19024	10158
0:33:10	30.0	17395	6465	7909	4852	15340	5906	20414	10276	13202	9311	19036	10051
0:33:15	30.0	17445	6456	7941	4871	15329	5935	20501	10186	13158	9314	18942	10035
0:33:20	30.0	17405	6494	7920	4883	15343	5933	20517	10229	13106	9298	18853	10059
0:33:25	30.0	17522	6509	7861	4868	15390	5993	20545	10242	13237	9284	18984	10104
0:33:30	30.0	17498	6514	7913	4850	15213	5959	20524	10224	13155	9292	18973	10095
0:33:35	30.0	17618	6492	7933	4896	15334	5945	20554	10278	13023	9282	18935	10083
0:33:40	30.0	17593	6551	7903	4919	15440	5995	20573	10242	13090	9289	18857	10050
0:33:45	30.0	17533	6505	7905	4894	15336	5967	20525	10243	13083	9326	18889	10011
0:33:50	30.0	17420	6493	7928	4844	15217	5960	20592	10264	13034	9235	18921	10069
0:33:55	30.0	17568	6515	7948	4916	15323	5940	20563	10174	13150	9281	18879	10098
0:34:00	30.0	17469	6488	7871	4914	15309	5998	20507	10197	13151	9250	18852	10029
0:34:05	30.0	17443	6517	7930	4874	15233	6037	20466	10239	13191	9271	19074	10082
0:34:10	30.0	17486	6523	7879	4875	15289	5990	20641	10199	13060	9325	19050	10045
0:34:15	30.0	17519	6494	7884	4863	15267	5975	20485	10228	13178	9293	18898	10017
0:34:20	30.0	17713	6578	7879	4899	15446	5982	20521	10288	13220	9184	18872	10040
0:34:25	30.0	17374	6490	7875	4858	15365	5958	20437	10253	13130	9226	18998	10111
0:34:30	30.0	17467	6527	7821	4905	15273	5990	20415	10182	13144	9324	18984	10100
0:34:35	30.0	17503	6533	7891	4915	15377	5981	20624	10346	13002	9265	18894	10150
0:34:40	30.0	17432	6479	7887	4853	15272	5982	20452	10267	13087	9258	18895	10107
0:34:45	30.0	17507	6550	7818	4868	15286	5983	20505	10225	13110	9294	18853	10118
0:34:50	30.0	17542	6551	7907	4907	15345	6012	20555	10312	13142	9264	18916	10180
0:34:55	30.0	17578	6508	7918	4874	15358	5971	20432	10239	13154	9247	18984	10078
0:35:00	30.0	17438	6475	7941	4877	15404	6007	20502	10342	13186	9290	19073	10005
0:35:05	30.0	17407	6491	7848	4910	15392	5971	20650	10181	13136	9272	18824	10084
0:35:10	30.0	17500	6537	7861	4852	15228	5949	20473	10279	13081	9303	18881	10136
0:35:15	30.0	17524	6533	7947	4920	15250	5966	20501	10263	13027	9278	18720	10087
0:35:20	30.0	17383	6596	7889	4872	15280	5965	20532	10302	13119	9210	18987	10082
0:35:25	30.0	17494	6600	7975	4882	15318	5982	20385	10343	13109	9302	18813	10104
0:35:30	30.0	17572	6534	7854	4909	15452	5952	20522	10267	13135	9258	18881	10086
0:35:35	30.0	17530	6518	7915	4861	15292	5998	20478	10305	13059	9333	18982	10073
0:35:40	30.0	17574	6553	7863	4915	15455	5991	20489	10242	13165	9298	18975	10109
0:35:45	30.0	17584	6556	7875	4893	15391	6032	20506	10268	13147	9252	18863	10003
0:35:50	30.0	17478	6504	7892	4894	15255	5986	20483	10372	13078	9217	18845	10075
0:35:55	30.0	17429	6590	7874	4886	15471	6003	20560	10283	13235	9261	18835	10062
0:36:00	30.0	17468	6610	7903	4918	15373	6001	20351	10300	13102	9214	18783	10069
0:36:05	30.0	17427	6584	7881	4880	15334	5987	20292	10207	13116	9312	18931	10082
0:36:10	30.0	17323	6589	7951	4924	15349	6018	20392	10241	13142	9243	18755	10093
0:36:15	30.0	17537	6629	7935	4899	15183	5967	20392	10259	13075	9296	18890	10164
0:36:20	30.0	17521	6608	7852	4889	15336	5962	20369	10269	13180	9289	18901	10133
0:36:25	30.0	17422	6529	7959	4895	15233	6010	20412	10309	13091	9273	18702	10111
0:36:30	30.0	17351	6610	7859	4936	15258	6016	20506	10336	13230	9226	18893	10127
0:36:35	30.0	17555	6566	7877	4896	15207	5970	20438	10385	13149	9308	18996	10142
0:36:40	30.0	17470	6546	7885	4887	15238	5986	20402	10236	13172	9282	18971	10103
0:36:45	30.0	17521	6556	7883	4960	15240	5986	20365	10337	13042	9273	18995	10107
0:36:50	30.0	17591	6545	7845	4915	15284	6018	20620	10337	13122	9245	18822	10169
0:36:55	30.0	17315	6600	7859	4889	15235	6003	20496	10319	13018	9233	19022	10161
0:37:00	30.0	17578	6575	7894	4934	15194	6035	20549	10340	13184	9264	18910	10131
0:37:05	30.0	17466	6676	7844	4874	15214	6019	20439	10395	13210	9383	18967	10128
0:37:10	30.0	17371	6554	7874	4905	15321	6036	20492	10314	13119	9257	18877	10103
0:37:15	30.0	17473	6587	7889	4911	15269	6021	20490	10270	13151	9273	19004	10179
0:37:20	30.0	17434	6581	7886	4890	15266	6003	20344	10286	13126	9315	18874	10110
0:37:25	30.0	17299	6573	7883	4869	15204	6041	20481	10335	13078	9320	18780	10137
0:37:30	30.0	17479	6611	7908	4944	15263	6088	20664	10270	13106	9261	18909	10198
0:37:35	30.0	17369	6624	7930	4930	15332	5995	20404	10325	13146	9328	18841	10188
0:37:40	30.0	17448	6646	7834	4905	15223	6031	20376	10245	13095	9243	18852	10150
0:37:45	30.0	17394	6599	7892	4897	15257	6042	20475	10337	13222	9307	18801	10150
0:37:50	30.0	17529	6611	7887	4920	15240	6042	20378	10405	13053	9320	18894	10224
0:37:55	30.0	17703	6614	7872	4936	15302	6032	20452	10364	13078	9334	18943	10114
0:38:00	30.0	17508	6579	7863	4846	15335	6053	20328	10349	13087	9299	18939	10119
0:38:05	30.0	17489	6613	7913	4853	15356	6064	20343	10357	13117	9286	19043	10086
0:38:10	30.0	17379	6657	7892	4912	15332	6039	20403	10336	13132	9297	18811	10265
0:38:15	30.0	17428	6660	7897	4964	15180	6009	20503	10325	13107	9247	18798	10136
0:38:20	30.0	17369	6646	7898	4875	15324	6051	20539	10385	13169	9270	18847	10140
0:38:25	30.0	17630	6612	7869	4876	15318	6046	20583	10321	13091	9241	18821	10159
0:38:30	30.0	17495	6615	7829	4882	15225	6041	20537	10355	13171	9260	18831	10252
0:38:35	30.0	17468	6633	7851	4878	15361	6073	20420	10293	13105	9351	18905	10094
0:38:40	30.0	17476	6632	7949	4937	15302	6067	20295	10294	13152	9356	18971	10139
0:38:45	30.0	17605	6654	7895	4888	15215	6042	20458	10290	13118	9335	19031	10187
0:38:50	30.0	17421	6650	7857	4930	15316	6071	20403	10374	13118	9276	18836	10114
0:38:55	30.0	17560	6636	7908	4957	15225	6080	20428	10390	13064	9198	18854	10209
0:39:00	30.0	17334	6618	7889	4931	15291	6032	20479	10337	13157	9279	18928	10231
0:39:05	30.0	17473	6642	7886	4960	15222	6073	20432	10344	13271	9313	18765	10188
0:39:10	30.0	17736	6633	7895	4858	15380	6078	20406	10357	13182	9281	18829	10090
0:39:15	30.0	17574	6685	7864	4864	15346	6069	20584	10341	13194	9321	18834	10165
0:39:20	30.0	17428	6616	7886	4955	15244	6038	20452	10294	13155	9317	18858	10192
0:39:25	30.0	17563	6633	7924	4899	15293	6040	20540	10275	13122	9284	18943	10193
0:39:30	30.0	17479	6628	7899	4857	15415	6088	20441	10299	13221	9300	18739	10108
0:39:35	30.0	17522	6622	7860	4905	15257	6101	20450	10439	13158	9342	18923	10208
0:39:40	30.0	17504	6693	7881	4904	15266	6013	20386	10373	13109	9327	18851	10213
0:39:45	30.0	17439	6643	7874	4916	15312	6089	20317	10383	13090	9294	18835	10119
0:39:50	30.0	17468	6688	7905	4912	15241	6094	20555	10300	13070	9256	18962	10214
0:39:55	30.0	17466	6675	7959	4951	15256	6081	20685	10400	13132	9228	18753	10194
0:40:00	30.0	17517	6676	7893	4884	15291	6079	20516	10394	13195	9271	18876	10187
0:40:05	30.0	17496	6648	7879	4961	15206	6068	20330	10316	13079	9274	18869	10132
0:40:10	30.0	17408	6684	7878	4917	15321	6093	20530	10315	13074	9248	18821	10166
0:40:15	30.0	17399	6671	7958	4903	15326	6083	20528	10363	13244	9327	18870	10195
0:40:20	30.0	17372	6717	7893	4932	15264	6064	20316	10354	13071	9325	18920	10210
0:40:25	30.0	17369	6698	7867	4932	15279	6109	20421	10300	13174	9307	18918	10156
0:40:30	30.0	17432	6662	7956	4891	15145	6084	20545	10377	13245	9257	18860	10106
0:40:35	30.0	17339	6695	7953	4912	15306	6093	20498	10450	13138	9266	18923	10181
0:40:40	30.0	17511	6646	7911	4942	15235	6005	20351	10345	13147	9323	19010	10215
0:40:45	30.0	17430	6665	7896	4891	15420	6131	20481	10384	13069	9326	18891	10128
0:40:50	30.0	17579	6714	7882	4886	15358	6058	20394	10354	13176	9349	18960	10152
0:40:55	30.0	17380	6658	7884	4921	15328	6082	20530	10340	13024	9261	18919	10210
0:41:00	30.0	17383	6661	7884	4931	15338	6125	20468	10400	13159	9304	18841	10168
0:41:05	30.0	17511	6731	7904	4918	15188	6085	20485	10372	13174	9286	18959	10229
0:41:10	30.0	17579	6652	7876	4962	15266	6094	20451	10418	13087	9324	18818	10180
0:41:15	30.0	17397	6746	7931	4860	15314	6121	20515	10433	13106	9290	18843	10205
0:41:20	30.0	17430	6679	7907	4931	15324	6101	20403	10459	13113	9358	18976	10245
0:41:25	30.0	17503	6640	7932	4927	15255	6079	20439	10367	13170	9346	18852	10211
0:41:30	30.0	17490	6723	7879	4922	15254	6084	20500	10423	13116	9383	18886	10168
0:41:35	30.0	17335	6747	7915	4921	15239	6109	20410	10342	13172	9362	18827	10243
0:41:40	30.0	17445	6749	7881	4892	15278	6126	20628	10408	13129	9316	18956	10283
0:41:45	30.0	17403	6693	7886	4915	15271	6108	20311	10341	13011	9356	18843	10185
0:41:50	30.0	17676	6711	7962	4948	15187	6066	20501	10387	13153	9268	19132	10176
0:41:55	30.0	17512	6703	7931	4951	15260	6143	20383	10410	13234	9284	18851	10141
0:42:00	30.0	17385	6743	7879	4885	15326	6159	20423	10308	13128	9323	19107	10193
0:42:05	30.0	17419	6739	7867	4938	15209	6134	20433	10373	13060	9343	18922	10254
0:42:10	30.0	17369	6784	7941	4894	15211	6100	20380	10423	13064	9330	18778	10221
0:42:15	30.0	17393	6724	7941	4866	15257	6109	20481	10372	13189	9292	18894	10217
0:42:20	30.0	17401	6778	7880	4911	15248	6127	20368	10491	13165	9316	18711	10238
0:42:25	30.0	17506	6745	7937	4942	15317	6124	20486	10407	13108	9381	18929	10266
0:42:30	30.0	17461	6737	7929	4969	15332	6098	20559	10420	13165	9281	18760	10223
0:42:35	30.0	17495	6760	7936	4899	15190	6143	20477	10479	13105	9355	19013	10217
0:42:40	30.0	17427	6700	7952	4963	15361	6164	20353	10414	13048	9297	18769	10255
0:42:45	30.0	17420	6705	7905	4919	15232	6167	20444	10431	13093	9415	18824	10230
0:42:50	30.0	17505	6787	7940	4946	15257	6150	20315	10469	13065	9299	18853	10159
0:42:55	30.0	17419	6724	7901	4894	15328	6083	20508	10371	13141	9277	19004	10197
0:43:00	30.0	17486	6745	7923	4914	15212	6121	20457	10408	13172	9361	18956	10260
0:43:05	30.0	17443	6703	7866	4933	15337	6158	20467	10398	13112	9332	18825	10243
0:43:10	30.0	17362	6772	7908	4929	15195	6068	20506	10458	13254	9383	18872	10200
0:43:15	30.0	17477	6731	7913	4943	15225	6120	20381	10445	13090	9303	18920	10249
0:43:20	30.0	17556	6843	7951	4895	15261	6169	20482	10386	13067	9321	18818	10210
0:43:25	30.0	17397	6779	7932	4945	15215	6139	20366	10439	13183	9337	18802	10213
0:43:30	30.0	17361	6765	7918	4963	15275	6180	20453	10452	13022	9291	18938	10236
0:43:35	30.0	17679	6747	7904	4896	15222	6123	20259	10489	13203	9269	18837	10329
0:43:40	30.0	17365	6828	7982	4903	15226	6164	20481	10419	13085	9349	18789	10211
