

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\CJM\20210118_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\CJM\GAP_Assay.prt



Plate Number	Plate 1
Date	1/18/2021
Time	5:30:35 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:27:35	30.0	13700	5525	9080	5406	9675	5098	15370	7142	11427	7193	13576	6970
0:27:40	30.0	13795	5549	9183	5438	9698	5164	15335	7184	11371	7180	13851	6953
0:27:45	30.0	13811	5525	9104	5394	9690	5117	15361	7162	11437	7185	13664	6968
0:27:50	30.0	13780	5553	9138	5379	9648	5147	15297	7144	11467	7204	13648	7066
0:27:55	30.0	13686	5565	9142	5370	9726	5160	15308	7147	11377	7174	13651	6983
0:28:00	30.1	13661	5558	9144	5400	9667	5092	15326	7175	11428	7183	13636	7027
0:28:05	30.0	13786	5559	9241	5371	9704	5115	15317	7182	11444	7162	13719	6920
0:28:10	30.1	13831	5584	9115	5398	9699	5098	15249	7156	11449	7149	13785	6992
0:28:15	30.1	13711	5531	9133	5408	9648	5138	15431	7220	11438	7170	13656	7010
0:28:20	30.1	13746	5549	9120	5403	9742	5085	15297	7185	11338	7187	13692	6969
0:28:25	30.0	13828	5588	9129	5380	9739	5135	15402	7196	11414	7227	13691	6991
0:28:30	30.1	13789	5552	9172	5350	9743	5091	15324	7213	11382	7173	13608	6947
0:28:35	30.1	13676	5541	9168	5408	9646	5114	15356	7154	11456	7219	13656	6969
0:28:40	30.1	13725	5559	9127	5442	9641	5147	15278	7219	11370	7237	13706	6998
0:28:45	30.1	13748	5557	9109	5413	9727	5127	15336	7211	11347	7187	13629	6955
0:28:50	30.0	13689	5557	9189	5387	9702	5151	15302	7192	11329	7220	13712	6990
0:28:55	30.1	13747	5547	9165	5425	9679	5141	15265	7192	11532	7228	13678	6993
0:29:00	30.1	13755	5544	9208	5384	9704	5110	15323	7202	11448	7226	13656	7010
0:29:05	30.0	13800	5537	9133	5394	9647	5170	15426	7221	11399	7242	13744	6939
0:29:10	30.1	13656	5569	9249	5372	9669	5117	15275	7182	11452	7196	13676	7002
0:29:15	30.1	13654	5539	9150	5364	9650	5119	15288	7238	11443	7178	13626	6996
0:29:20	30.1	13688	5553	9178	5417	9698	5089	15324	7239	11442	7228	13587	6981
0:29:25	30.1	13696	5573	9249	5435	9656	5110	15323	7259	11443	7182	13788	6985
0:29:30	30.1	13736	5590	9084	5392	9697	5130	15295	7160	11502	7251	13778	7007
0:29:35	30.0	13751	5550	9149	5428	9732	5127	15215	7193	11472	7253	13614	7028
0:29:40	30.1	13641	5579	9138	5453	9674	5131	15353	7200	11406	7227	13660	6955
0:29:45	30.1	13712	5537	9199	5417	9623	5148	15290	7218	11486	7203	13702	6999
0:29:50	30.1	13730	5590	9106	5387	9647	5138	15238	7197	11385	7175	13546	7067
0:29:55	30.0	13708	5577	9152	5374	9665	5180	15252	7161	11409	7197	13718	7054
0:30:00	30.1	13727	5613	9178	5446	9630	5160	15202	7214	11425	7240	13670	7013
0:30:05	30.1	13814	5524	9161	5448	9646	5135	15433	7233	11497	7283	13666	6952
0:30:10	30.1	13691	5585	9198	5422	9573	5109	15383	7240	11449	7261	13589	6968
0:30:15	30.1	13818	5595	9168	5416	9622	5160	15403	7218	11491	7243	13562	7049
0:30:20	30.1	13734	5551	9164	5402	9765	5108	15380	7301	11477	7295	13739	6995
0:30:25	30.0	13725	5540	9164	5439	9631	5152	15332	7214	11443	7242	13648	7036
0:30:30	30.1	13594	5626	9287	5440	9691	5144	15342	7224	11395	7199	13603	7095
0:30:35	30.1	13747	5625	9153	5426	9655	5163	15298	7206	11474	7220	13554	7066
0:30:40	30.1	13812	5627	9137	5402	9691	5126	15345	7179	11564	7253	13689	7010
0:30:45	30.0	13742	5634	9228	5392	9631	5145	15378	7210	11510	7256	13724	7012
0:30:50	30.1	13750	5643	9169	5424	9677	5146	15304	7216	11493	7233	13592	6980
0:30:55	30.1	13795	5595	9227	5397	9767	5122	15314	7267	11369	7185	13678	7038
0:31:00	30.1	13641	5619	9161	5471	9671	5112	15353	7236	11442	7236	13709	7037
0:31:05	30.1	13723	5579	9137	5441	9700	5156	15352	7246	11445	7294	13628	7027
0:31:10	30.1	13747	5601	9169	5439	9675	5155	15276	7228	11505	7240	13618	7012
0:31:15	30.1	13716	5631	9161	5422	9661	5151	15330	7198	11414	7246	13667	6988
0:31:20	30.1	13741	5603	9222	5444	9750	5145	15213	7239	11431	7229	13634	7032
0:31:25	30.1	13772	5606	9217	5489	9723	5121	15263	7251	11498	7214	13740	7032
0:31:30	30.1	13776	5570	9210	5405	9721	5185	15214	7197	11444	7259	13561	7024
0:31:35	30.1	13735	5568	9205	5428	9698	5124	15358	7240	11510	7288	13710	6983
0:31:40	30.1	13702	5575	9218	5414	9612	5154	15392	7268	11441	7279	13662	6965
0:31:45	30.1	13720	5595	9259	5462	9674	5157	15205	7305	11494	7239	13625	7056
0:31:50	30.1	13645	5605	9211	5440	9644	5208	15301	7242	11548	7217	13624	7030
0:31:55	30.1	13693	5631	9186	5437	9621	5191	15276	7212	11405	7227	13575	7029
0:32:00	30.1	13656	5587	9188	5434	9653	5127	15307	7200	11513	7257	13607	7066
0:32:05	30.1	13742	5612	9125	5468	9672	5143	15261	7195	11352	7201	13703	7045
0:32:10	30.1	13744	5624	9267	5465	9687	5185	15291	7237	11463	7286	13710	7042
0:32:15	30.1	13740	5644	9152	5441	9633	5108	15286	7248	11532	7280	13732	7026
0:32:20	30.1	13726	5604	9197	5464	9586	5190	15336	7292	11496	7303	13639	7060
0:32:25	30.1	13697	5620	9187	5411	9607	5137	15259	7271	11497	7289	13709	6991
0:32:30	30.1	13774	5626	9297	5440	9642	5131	15362	7257	11429	7288	13618	7063
0:32:35	30.1	13652	5654	9223	5469	9686	5149	15274	7290	11541	7269	13639	7081
0:32:40	30.1	13755	5607	9301	5463	9588	5127	15185	7253	11524	7321	13626	6993
0:32:45	30.1	13765	5628	9200	5424	9702	5128	15381	7224	11476	7257	13583	7054
0:32:50	30.1	13660	5652	9210	5509	9639	5189	15258	7238	11431	7234	13610	7039
0:32:55	30.1	13760	5606	9213	5412	9690	5176	15224	7296	11497	7260	13662	7031
0:33:00	30.1	13823	5646	9301	5447	9687	5158	15341	7216	11458	7268	13644	7051
0:33:05	30.1	13799	5612	9263	5448	9619	5168	15301	7241	11552	7240	13654	7031
0:33:10	30.1	13732	5631	9217	5468	9639	5174	15436	7254	11499	7283	13586	7061
0:33:15	30.1	13809	5643	9200	5432	9668	5167	15402	7223	11470	7265	13587	7055
0:33:20	30.1	13724	5606	9227	5501	9642	5175	15260	7282	11432	7276	13676	7025
0:33:25	30.1	13809	5610	9247	5490	9705	5141	15259	7256	11484	7277	13623	7093
0:33:30	30.1	13615	5592	9205	5509	9694	5157	15297	7318	11512	7225	13679	7055
0:33:35	30.1	13614	5547	9219	5462	9614	5177	15248	7316	11376	7319	13754	7038
0:33:40	30.1	13770	5662	9239	5425	9708	5163	15355	7307	11430	7277	13679	7082
0:33:45	30.1	13899	5632	9252	5503	9596	5143	15214	7276	11415	7280	13679	7033
0:33:50	30.1	13798	5614	9262	5450	9692	5145	15220	7246	11525	7247	13696	7054
0:33:55	30.1	13768	5598	9201	5490	9702	5186	15410	7299	11470	7303	13677	7128
0:34:00	30.1	13621	5637	9229	5453	9689	5135	15335	7253	11487	7266	13690	7084
0:34:05	30.1	13712	5655	9364	5503	9667	5163	15162	7286	11454	7331	13668	7057
0:34:10	30.1	13730	5687	9244	5470	9666	5156	15360	7269	11500	7326	13638	7059
0:34:15	30.1	13730	5633	9235	5456	9622	5128	15219	7304	11507	7358	13698	7062
0:34:20	30.1	13766	5623	9236	5544	9665	5219	15228	7289	11536	7276	13613	7061
0:34:25	30.1	13691	5644	9289	5476	9708	5181	15298	7256	11481	7303	13606	7049
0:34:30	30.1	13763	5629	9259	5521	9635	5158	15315	7294	11482	7324	13555	7002
0:34:35	30.1	13706	5652	9198	5474	9588	5181	15231	7296	11526	7280	13586	7040
0:34:40	30.1	13786	5576	9316	5488	9711	5164	15215	7278	11499	7310	13716	7045
0:34:45	30.1	13721	5628	9262	5424	9645	5153	15233	7240	11478	7278	13639	7070
0:34:50	30.1	13682	5620	9251	5501	9637	5142	15427	7244	11439	7241	13773	7115
0:34:55	30.1	13801	5689	9237	5521	9619	5160	15226	7340	11475	7316	13583	7064
0:35:00	30.1	13637	5628	9351	5473	9723	5181	15377	7305	11455	7316	13616	7063
0:35:05	30.1	13753	5620	9311	5512	9649	5176	15302	7333	11647	7286	13580	7051
0:35:10	30.1	13680	5659	9213	5496	9582	5163	15421	7341	11521	7363	13618	7048
0:35:15	30.1	13678	5629	9224	5452	9739	5177	15298	7280	11477	7310	13603	7077
0:35:20	30.1	13645	5610	9237	5472	9619	5222	15120	7304	11562	7350	13685	7040
0:35:25	30.1	13765	5628	9247	5468	9661	5158	15209	7291	11639	7317	13594	7039
0:35:30	30.1	13747	5646	9292	5455	9665	5176	15241	7238	11644	7361	13575	7076
0:35:35	30.1	13818	5621	9254	5488	9631	5133	15237	7260	11484	7283	13650	7083
0:35:40	30.1	13583	5629	9240	5521	9620	5144	15248	7273	11501	7299	13529	7070
0:35:45	30.1	13679	5634	9282	5487	9746	5132	15316	7269	11491	7268	13649	7073
0:35:50	30.1	13630	5666	9227	5490	9645	5195	15245	7285	11468	7345	13517	7080
0:35:55	30.1	13684	5666	9230	5502	9576	5141	15184	7289	11523	7256	13532	7104
0:36:00	30.1	13756	5671	9243	5482	9629	5131	15196	7349	11613	7301	13682	7101
0:36:05	30.1	13640	5651	9253	5510	9707	5163	15280	7273	11621	7283	13612	7057
0:36:10	30.1	13633	5666	9289	5485	9607	5175	15265	7290	11599	7304	13511	7074
0:36:15	30.1	13678	5632	9238	5499	9607	5118	15238	7226	11553	7347	13746	7075
0:36:20	30.1	13576	5646	9309	5491	9584	5216	15228	7267	11503	7360	13631	7075
0:36:25	30.1	13678	5678	9261	5477	9677	5184	15278	7280	11526	7315	13743	7030
0:36:30	30.1	13662	5654	9257	5439	9600	5146	15347	7302	11441	7307	13567	7100
0:36:35	30.1	13585	5683	9284	5492	9703	5147	15275	7233	11507	7257	13572	7137
0:36:40	30.1	13614	5646	9246	5500	9694	5172	15224	7275	11532	7300	13627	7073
0:36:45	30.1	13706	5700	9272	5495	9698	5224	15238	7267	11574	7294	13636	7065
0:36:50	30.1	13650	5677	9239	5472	9651	5167	15254	7316	11571	7313	13527	7153
0:36:55	30.1	13652	5617	9239	5555	9665	5191	15212	7274	11510	7288	13611	7027
0:37:00	30.1	13735	5653	9284	5570	9587	5139	15196	7289	11524	7314	13666	7043
0:37:05	30.1	13783	5611	9244	5501	9706	5153	15143	7269	11551	7314	13631	7078
0:37:10	30.1	13705	5703	9356	5485	9630	5164	15239	7324	11573	7343	13491	7016
0:37:15	30.1	13642	5670	9278	5514	9722	5150	15232	7342	11489	7368	13605	7134
0:37:20	30.1	13710	5681	9229	5461	9566	5169	15228	7326	11528	7345	13602	7101
0:37:25	30.1	13695	5677	9259	5498	9634	5111	15417	7335	11512	7373	13654	7049
0:37:30	30.1	13658	5677	9207	5481	9547	5154	15203	7322	11588	7343	13568	7163
0:37:35	30.1	13607	5662	9287	5526	9568	5209	15138	7342	11556	7363	13553	7043
0:37:40	30.1	13657	5664	9249	5454	9621	5172	15179	7298	11475	7348	13566	7089
0:37:45	30.1	13588	5681	9305	5518	9618	5207	15372	7341	11497	7331	13534	7076
0:37:50	30.1	13740	5681	9349	5475	9619	5151	15139	7367	11625	7334	13535	7140
0:37:55	30.1	13610	5728	9264	5510	9600	5174	15210	7303	11566	7352	13528	7124
0:38:00	30.1	13754	5723	9228	5537	9608	5181	15235	7269	11567	7290	13556	7103
0:38:05	30.1	13597	5727	9341	5502	9592	5156	15328	7348	11455	7324	13637	7041
0:38:10	30.1	13658	5709	9381	5480	9557	5169	15357	7293	11524	7338	13517	7047
0:38:15	30.1	13671	5719	9306	5489	9609	5165	15213	7295	11597	7396	13635	7124
0:38:20	30.1	13557	5689	9246	5519	9694	5187	15182	7314	11544	7360	13550	7114
0:38:25	30.1	13651	5727	9294	5556	9601	5174	15299	7333	11506	7351	13498	7174
0:38:30	30.1	13667	5727	9293	5555	9666	5139	15323	7285	11573	7358	13543	7082
0:38:35	30.1	13629	5673	9258	5495	9569	5166	15269	7403	11533	7307	13626	7055
0:38:40	30.1	13659	5712	9308	5495	9595	5191	15299	7376	11465	7349	13618	7097
0:38:45	30.1	13604	5699	9286	5466	9559	5157	15320	7396	11458	7329	13605	7116
0:38:50	30.1	13740	5647	9358	5521	9521	5246	15167	7325	11628	7378	13503	7126
0:38:55	30.1	13666	5693	9361	5521	9622	5184	15185	7311	11637	7370	13640	7098
0:39:00	30.1	13530	5667	9282	5509	9632	5189	15214	7306	11565	7344	13554	7166
0:39:05	30.1	13666	5680	9286	5514	9620	5154	15277	7302	11502	7406	13536	7140
0:39:10	30.1	13516	5658	9332	5501	9615	5177	15284	7363	11461	7352	13588	7075
0:39:15	30.1	13527	5661	9371	5498	9593	5164	15074	7266	11640	7342	13605	7096
0:39:20	30.1	13603	5701	9301	5523	9603	5166	15184	7290	11518	7337	13532	7112
0:39:25	30.1	13757	5702	9314	5571	9585	5157	15198	7292	11548	7349	13543	7029
0:39:30	30.1	13542	5687	9292	5531	9574	5171	15148	7245	11587	7342	13655	7070
0:39:35	30.1	13634	5761	9326	5531	9611	5177	15186	7392	11516	7373	13569	7122
0:39:40	30.1	13794	5679	9338	5514	9541	5205	15335	7347	11631	7337	13494	7132
0:39:45	30.1	13557	5746	9290	5560	9606	5198	15131	7304	11480	7311	13620	7031
0:39:50	30.1	13742	5691	9286	5500	9578	5181	15282	7404	11656	7363	13485	7091
0:39:55	30.1	13722	5687	9352	5532	9598	5241	15228	7380	11569	7378	13493	7078
0:40:00	30.1	13613	5735	9326	5520	9612	5156	15160	7344	11631	7357	13455	7142
0:40:05	30.1	13566	5741	9336	5563	9663	5175	15317	7366	11548	7346	13536	7079
0:40:10	30.1	13702	5678	9335	5559	9646	5170	15236	7258	11597	7377	13623	7031
0:40:15	30.1	13638	5724	9408	5508	9566	5184	15219	7342	11516	7363	13523	7132
0:40:20	30.1	13757	5706	9323	5552	9536	5178	15339	7340	11663	7372	13608	7067
0:40:25	30.1	13667	5700	9266	5553	9568	5156	15223	7357	11547	7398	13531	7145
0:40:30	30.1	13613	5703	9370	5523	9659	5180	15275	7346	11574	7350	13586	7203
0:40:35	30.1	13577	5707	9349	5535	9556	5178	15236	7405	11507	7355	13596	7110
0:40:40	30.1	13688	5720	9318	5521	9614	5183	15169	7418	11574	7416	13653	7087
0:40:45	30.1	13648	5756	9297	5555	9610	5186	15145	7348	11608	7415	13586	7074
0:40:50	30.1	13676	5715	9328	5506	9702	5178	15219	7394	11537	7363	13512	7093
0:40:55	30.1	13683	5659	9268	5601	9524	5188	15281	7439	11586	7427	13553	7118
0:41:00	30.2	13750	5736	9412	5589	9572	5213	15201	7342	11552	7376	13486	7118
0:41:05	30.2	13727	5723	9350	5574	9555	5176	15256	7328	11606	7342	13655	7134
0:41:10	30.1	13725	5703	9323	5577	9615	5161	15246	7340	11576	7409	13618	7149
0:41:15	30.1	13678	5734	9316	5518	9613	5188	15122	7423	11611	7391	13557	7111
0:41:20	30.1	13600	5721	9314	5566	9570	5204	15189	7319	11561	7375	13460	7162
0:41:25	30.1	13683	5747	9376	5525	9557	5203	15151	7315	11601	7421	13438	7137
0:41:30	30.1	13676	5694	9325	5599	9559	5219	15095	7351	11647	7417	13584	7123
0:41:35	30.1	13643	5699	9385	5602	9578	5214	15357	7423	11647	7365	13424	7169
0:41:40	30.1	13716	5720	9390	5583	9651	5165	15236	7427	11638	7390	13646	7200
0:41:45	30.1	13655	5689	9395	5563	9587	5188	15245	7346	11647	7443	13565	7134
0:41:50	30.1	13634	5772	9342	5566	9614	5178	15167	7403	11605	7428	13536	7141
0:41:55	30.1	13566	5699	9328	5566	9600	5204	15288	7406	11564	7434	13560	7168
0:42:00	30.1	13695	5723	9356	5585	9543	5195	15111	7404	11539	7471	13539	7103
0:42:05	30.1	13558	5769	9328	5568	9626	5179	15125	7426	11701	7416	13570	7096
0:42:10	30.1	13606	5685	9307	5562	9599	5224	15290	7329	11633	7438	13512	7118
0:42:15	30.1	13596	5736	9400	5566	9597	5163	15239	7400	11634	7405	13526	7164
0:42:20	30.1	13718	5732	9314	5591	9585	5145	15211	7360	11593	7443	13582	7130
0:42:25	30.1	13677	5758	9341	5615	9554	5161	15278	7345	11622	7376	13500	7155
0:42:30	30.1	13669	5717	9281	5609	9582	5171	15264	7359	11658	7513	13570	7075
0:42:35	30.1	13676	5709	9333	5556	9652	5158	15195	7391	11624	7439	13542	7122
0:42:40	30.1	13710	5755	9409	5581	9540	5251	15224	7388	11676	7458	13601	7134
0:42:45	30.1	13629	5737	9426	5572	9643	5201	15325	7441	11595	7442	13588	7153
0:42:50	30.1	13703	5743	9370	5588	9595	5178	15163	7421	11584	7401	13564	7100
0:42:55	30.1	13596	5772	9403	5578	9566	5178	15378	7384	11715	7419	13537	7111
0:43:00	30.1	13669	5782	9459	5592	9548	5153	15266	7361	11666	7446	13541	7080
0:43:05	30.1	13544	5722	9383	5625	9571	5211	15242	7343	11670	7423	13515	7101
0:43:10	30.1	13629	5777	9317	5625	9545	5218	15304	7399	11649	7411	13592	7170
0:43:15	30.1	13684	5725	9400	5626	9568	5210	15147	7362	11576	7436	13549	7090
0:43:20	30.1	13642	5722	9455	5574	9519	5216	15288	7424	11536	7462	13562	7131
0:43:25	30.1	13685	5802	9414	5612	9512	5191	15271	7383	11677	7422	13592	7122
0:43:30	30.1	13628	5791	9381	5601	9616	5193	15243	7473	11606	7480	13464	7159
0:43:35	30.1	13773	5736	9343	5601	9578	5194	15169	7387	11726	7438	13578	7097
0:43:40	30.1	13674	5746	9326	5572	9532	5224	15331	7396	11619	7427	13572	7114
0:43:45	30.1	13652	5770	9414	5571	9600	5189	15219	7484	11618	7428	13627	7162
0:43:50	30.1	13669	5745	9424	5561	9601	5199	15162	7403	11626	7402	13589	7062
0:43:55	30.1	13740	5710	9457	5597	9640	5161	15267	7388	11698	7487	13565	7129
0:44:00	30.1	13575	5788	9345	5577	9505	5199	15219	7441	11613	7398	13475	7138
0:44:05	30.1	13669	5796	9433	5599	9635	5216	15363	7405	11628	7381	13596	7193
0:44:10	30.1	13619	5798	9363	5574	9520	5199	15240	7439	11598	7459	13621	7134
0:44:15	30.1	13603	5784	9370	5604	9568	5224	15187	7381	11634	7470	13427	7127
0:44:20	30.2	13668	5867	9379	5573	9555	5229	15296	7444	11632	7491	13562	7168
0:44:25	30.2	13644	5819	9463	5638	9563	5196	15244	7453	11641	7467	13558	7152
0:44:30	30.1	13609	5786	9447	5621	9560	5231	15261	7445	11699	7486	13539	7105
0:44:35	30.1	13640	5786	9512	5647	9637	5229	15274	7447	11659	7420	13553	7182
0:44:40	30.1	13720	5794	9383	5641	9588	5218	15369	7472	11686	7497	13492	7168
0:44:45	30.1	13805	5803	9409	5619	9584	5209	15271	7399	11678	7511	13595	7242
0:44:50	30.1	13702	5749	9445	5656	9526	5244	15234	7514	11713	7467	13546	7164
0:44:55	30.1	13787	5758	9418	5637	9607	5217	15201	7411	11728	7469	13577	7180
0:45:00	30.1	13670	5808	9480	5635	9691	5239	15257	7480	11681	7528	13671	7205
0:45:05	30.1	13803	5778	9337	5610	9614	5212	15267	7428	11661	7418	13597	7198
0:45:10	30.1	13660	5851	9381	5629	9693	5275	15273	7435	11674	7452	13524	7164
0:45:15	30.1	13661	5800	9422	5644	9619	5240	15308	7501	11756	7463	13579	7142
0:45:20	30.1	13564	5735	9372	5616	9571	5246	15144	7442	11723	7504	13546	7115
0:45:25	30.1	13680	5750	9400	5638	9525	5193	15171	7464	11694	7530	13549	7199
0:45:30	30.1	13650	5766	9441	5651	9605	5231	15216	7434	11730	7481	13555	7146
0:45:35	30.1	13698	5819	9447	5655	9592	5225	15310	7393	11723	7515	13552	7174
0:45:40	30.1	13595	5826	9460	5612	9531	5255	15265	7457	11693	7514	13527	7178
0:45:45	30.1	13705	5766	9388	5617	9613	5234	15236	7420	11576	7429	13584	7153
0:45:50	30.1	13642	5809	9408	5653	9608	5223	15306	7426	11677	7527	13502	7206
0:45:55	30.1	13627	5797	9441	5636	9633	5218	15322	7479	11653	7461	13579	7164
0:46:00	30.1	13608	5858	9421	5641	9620	5216	15179	7389	11653	7464	13511	7189
0:46:05	30.1	13736	5827	9492	5590	9599	5281	15223	7431	11631	7463	13578	7168
0:46:10	30.1	13646	5789	9405	5631	9570	5230	15131	7512	11638	7552	13478	7211
0:46:15	30.1	13687	5827	9444	5691	9658	5220	15145	7466	11655	7503	13525	7120
0:46:20	30.1	13672	5859	9493	5641	9693	5262	15156	7490	11766	7517	13469	7171
0:46:25	30.1	13710	5777	9427	5632	9596	5230	15302	7402	11749	7528	13473	7191
0:46:30	30.1	13713	5804	9411	5692	9619	5213	15221	7420	11631	7564	13626	7155
0:46:35	30.1	13739	5788	9442	5615	9574	5262	15231	7423	11651	7482	13536	7165
0:46:40	30.1	13780	5800	9428	5628	9656	5235	15296	7481	11682	7495	13593	7179
0:46:45	30.1	13669	5801	9457	5694	9561	5210	15293	7480	11707	7536	13591	7184
0:46:50	30.1	13604	5827	9423	5684	9551	5268	15274	7536	11889	7472	13544	7201
0:46:55	30.1	13575	5842	9486	5707	9543	5258	15231	7461	11707	7459	13513	7208
0:47:00	30.1	13647	5772	9447	5619	9580	5230	15246	7440	11644	7484	13512	7140
0:47:05	30.1	13701	5860	9544	5676	9535	5235	15159	7419	11817	7508	13485	7153
0:47:10	30.1	13665	5842	9544	5703	9558	5247	15350	7451	11719	7508	13435	7200
0:47:15	30.1	13764	5755	9405	5677	9609	5232	15206	7486	11732	7482	13467	7212
0:47:20	30.1	13650	5867	9486	5620	9621	5264	15274	7442	11765	7468	13482	7174
0:47:25	30.1	13786	5818	9473	5700	9569	5209	15265	7490	11770	7455	13495	7155
0:47:30	30.1	13690	5844	9442	5706	9667	5245	15216	7425	11698	7524	13541	7223
0:47:35	30.1	13697	5830	9425	5628	9608	5240	15275	7453	11647	7571	13565	7188
0:47:40	30.1	13604	5848	9519	5727	9527	5253	15181	7482	11812	7530	13524	7196
0:47:45	30.1	13739	5806	9511	5654	9636	5215	15194	7453	11686	7491	13641	7156
0:47:50	30.1	13572	5820	9448	5631	9609	5262	15289	7472	11707	7459	13591	7223
0:47:55	30.1	13639	5803	9563	5682	9604	5253	15144	7439	11676	7560	13479	7235
0:48:00	30.1	13641	5827	9526	5656	9593	5317	15286	7436	11733	7585	13500	7223
0:48:05	30.1	13703	5844	9540	5696	9525	5222	15169	7534	11737	7524	13605	7219
0:48:10	30.1	13718	5857	9465	5661	9574	5221	15186	7518	11783	7512	13644	7235
0:48:15	30.1	13667	5812	9504	5684	9555	5251	15315	7523	11758	7593	13457	7236
0:48:20	30.1	13715	5906	9507	5628	9574	5241	15233	7545	11801	7528	13521	7242
0:48:25	30.1	13701	5817	9572	5698	9542	5241	15183	7465	11723	7544	13494	7291
0:48:30	30.1	13706	5855	9537	5700	9628	5327	15303	7448	11784	7520	13567	7166
0:48:35	30.1	13755	5803	9542	5675	9638	5233	15161	7439	11769	7506	13451	7226
0:48:40	30.1	13680	5832	9518	5659	9602	5261	15227	7466	11657	7543	13503	7264
0:48:45	30.1	13635	5843	9617	5692	9606	5221	15229	7440	11764	7508	13617	7210
0:48:50	30.1	13728	5847	9521	5687	9626	5280	15277	7522	11685	7548	13505	7213
0:48:55	30.1	13744	5876	9589	5699	9547	5304	15312	7516	11647	7564	13585	7245
0:49:00	30.1	13674	5882	9510	5683	9620	5255	15134	7430	11756	7582	13552	7192
0:49:05	30.1	13582	5848	9481	5752	9541	5289	15153	7464	11775	7583	13549	7202
0:49:10	30.1	13619	5895	9552	5709	9557	5298	15211	7514	11811	7535	13506	7235
0:49:15	30.1	13612	5847	9503	5717	9588	5234	15198	7494	11717	7570	13495	7190
0:49:20	30.1	13707	5889	9535	5693	9625	5261	15219	7439	11807	7521	13665	7210
0:49:25	30.1	13749	5864	9524	5705	9577	5258	15229	7542	11794	7511	13609	7269
0:49:30	30.1	13630	5897	9500	5706	9560	5256	15234	7488	11758	7523	13579	7278
0:49:35	30.1	13638	5854	9523	5703	9597	5247	15291	7510	11760	7553	13473	7234
0:49:40	30.1	13840	5893	9512	5733	9586	5244	15277	7484	11833	7551	13487	7183
0:49:45	30.1	13711	5857	9654	5692	9574	5273	15300	7526	11827	7556	13589	7261
0:49:50	30.1	13696	5872	9543	5682	9573	5267	15362	7503	11778	7604	13576	7232
0:49:55	30.1	13692	5909	9565	5706	9673	5250	15198	7494	11795	7547	13629	7297
0:50:00	30.1	13661	5866	9605	5714	9614	5269	15372	7512	11808	7567	13586	7254
0:50:05	30.1	13637	5840	9544	5725	9587	5269	15225	7479	11846	7572	13595	7248
0:50:10	30.1	13657	5849	9487	5731	9511	5271	15290	7575	11710	7619	13542	7238
0:50:15	30.1	13721	5859	9549	5725	9624	5254	15182	7487	11748	7571	13460	7199
0:50:20	30.1	13628	5910	9603	5752	9555	5275	15200	7503	11756	7550	13585	7230
0:50:25	30.1	13636	5827	9464	5734	9551	5291	15384	7506	11759	7530	13490	7211
0:50:30	30.1	13654	5901	9530	5766	9549	5269	15239	7522	11768	7606	13534	7232
0:50:35	30.1	13662	5853	9527	5726	9597	5276	15359	7515	11793	7553	13586	7229
0:50:40	30.1	13704	5932	9558	5743	9536	5264	15236	7551	11809	7556	13585	7219
0:50:45	30.1	13650	5848	9519	5675	9631	5259	15280	7544	11821	7611	13555	7322
0:50:50	30.1	13692	5856	9657	5754	9639	5262	15337	7546	11773	7608	13504	7287
0:50:55	30.1	13699	5920	9549	5768	9619	5299	15397	7526	11768	7549	13606	7242
0:51:00	30.1	13739	5926	9604	5827	9581	5242	15151	7549	11938	7648	13551	7272
0:51:05	30.1	13747	5863	9547	5718	9547	5255	15194	7456	11959	7608	13624	7281
0:51:10	30.1	13692	5851	9627	5733	9608	5264	15186	7533	11824	7625	13641	7242
0:51:15	30.1	13663	5878	9488	5707	9587	5280	15363	7553	11863	7581	13537	7198
0:51:20	30.1	13705	5850	9549	5747	9621	5317	15337	7516	11827	7589	13542	7271
0:51:25	30.1	13750	5913	9532	5709	9584	5261	15332	7538	11878	7655	13540	7279
0:51:30	30.1	13733	5924	9611	5737	9629	5310	15276	7536	11839	7611	13670	7258
0:51:35	30.1	13795	5855	9597	5703	9592	5220	15215	7629	11886	7654	13545	7265
0:51:40	30.1	13660	5874	9624	5737	9574	5243	15237	7564	11835	7600	13476	7232
0:51:45	30.1	13743	5896	9601	5728	9579	5278	15117	7582	11920	7580	13537	7272
